name,type
厄贝沙坦胶囊,西药
历设得,西药
压氏达,西药
厌氧菌感染,疾病
厌氧菌的分离与鉴定,诊疗技术及设备（治疗）
厌氧菌肺炎,疾病
原位鳞状细胞癌,疾病
厚皮性骨膜病,疾病
原发性支气管肺癌,疾病
原发性气管肿瘤,疾病
原发性渗出性淋巴瘤,疾病
原发性纵隔感染,疾病
原发性纵隔肿瘤及囊肿,疾病
原发性肺动脉高压,疾病
原发肿瘤,疾病
去乙酰毛花苷注射液,西药
去感热口服液,西药
去感热注射液,中成药
去敏泰,西药
去氢胆酸片,西药
去炎松尿素,西药
去甲斑蝥酸钠氯化钠注射液,西药
去甲斑蝥酸钠注射液,西药
参一胶囊,中成药
参丹散结胶囊,中成药
参松养心胶囊,中成药
参红祛瘀散结胶囊,中成药
参维灵片,西药
参芪扶正注射液,西药
参芪膏,中成药
参芪花粉片,中成药
参苏丸,中成药
参苏宣肺丸,中成药
参苏片,中成药
参苏胶囊,中成药
参苏颗粒,中成药
参苏饮,中成药
参苓白术胶囊,中成药
参茸固本还少丸,中成药
参莲胶囊,中成药
参蛤平喘胶囊,中成药
参蛤胶囊,中成药
参蟾消解胶囊,中成药
参贝北瓜膏,中成药
参贝北瓜颗粒,中成药
参贝咳喘丸,中成药
参贝止咳颗粒,中成药
参附注射液,中成药
参鹿健肺胶囊,中成药
参麦地黄丸,中成药
参麦注射液,中成药
参麦颗粒,中成药
又欣,西药
及舒,西药
双丹颗粒,中成药
双佶,西药
双倡,西药
双克,西药
双分伪麻胶囊,西药
双分支阻滞,疾病
双北,西药
双嘧达莫分散片,西药
双嘧达莫片,西药
双山颗粒,中成药
双川,西药
双成博维,西药
双扑伪麻分散片,西药
双扑伪麻片,西药
双扑伪麻颗粒,西药
双朗,西药
双氯芬酸二乙胺乳胶剂,西药
双氯芬酸二乙胺乳膏,西药
双氯芬酸钠乳膏,西药
双氯芬酸钠凝胶,西药
双氯芬酸钠双释放肠溶胶囊,西药
双氯芬酸钠气雾剂,西药
双氯芬酸钠盐酸利多卡因注射液,西药
双氯芬酸钠缓释片,西药
双氯芬酸钠缓释片（IV）,西药
双氯芬酸钠缓释片（I）,西药
双氯芬酸钠缓释胶囊,西药
双氯芬酸钠贴片,西药
双氯芬酸钾分散片,西药
双氯芬酸钾片,西药
双氯芬酸钾胶囊,西药
双水杨酯片,西药
双清合剂,中成药
双益,西药
双益健,西药
双红灵,西药
双羟萘酸噻嘧啶片,西药
双羟萘酸噻嘧啶颗粒,西药
双解胶囊,中成药
双辛鼻窦炎颗粒,中成药
双金连合剂,中成药
双香豆乙酯片,西药
双香豆素片,西药
双黄平喘颗粒,中成药
双黄连栓,中成药
双黄连注射液,西药
双黄连滴注液,西药
双黄连粉针剂,西药
反流性咽喉炎,疾病
发热性中性粒细胞减少,疾病
发绀—杵状指—肝病综合征,疾病
变形杆菌肺炎,疾病
口泰,西药
古悦,西药
古拉定,西药
古愈,西药
古欣太,西药
古黄注射液,西药
可丽安,西药
可乐宁,西药
可乐尔,西药
可乐必妥,西药
可伊,西药
可利新,西药
可利迈仙,西药
可力,西药
可同,西药
可坦,西药
可塞风,西药
可多华,西药
可奥斯,西药
可威,西药
可安,西药
可定,西药
可尔生,西药
可尼,西药
可尼尤,西药
可弗,西药
可待因桔梗片,中成药
可必特,西药
可怡,西药
可拉明,西药
可拉明中毒,疾病
可朋,西药
可欣林,西药
可泰舒,西药
可润,西药
可畅,西药
可由,西药
可益能,西药
可福乐,西药
可立停,西药
可立平,西药
可立清,西药
可维加,西药
可美林,西药
可耐,西药
可苹,西药
可莉俞,西药
可谱妥,西药
可谱诺,西药
可达灵片,中成药
可达龙,西药
可迪,西药
可非,西药
史君轻,西药
史比欣,西药
史达平,西药
右旋布洛芬口服混悬液,西药
右旋布洛芬片,西药
右旋糖酐20氯化钠注射液,西药
右旋糖酐20葡萄糖注射液,西药
右旋糖酐40氯化钠注射液,西药
右旋糖酐40葡萄糖注射液,西药
右旋糖酐70氯化钠注射液,西药
右旋糖酐70葡萄糖注射液,西药
右旋糖酐铁注射液,西药
右美沙芬愈创甘油醚糖浆,西药
右美沙芬缓释混悬液,西药
司乐平,西药
司他夫定胶囊,西药
司佩定,西药
司力泰,西药
司可林,西药
司奇乐,西药
司巴乐,西药
司帕沙星分散片,西药
司帕沙星片,西药
司帕沙星胶囊,西药
司帕沙星颗粒,西药
司悦,西药
司氟沙星片,西药
司百得,西药
司里蒙,西药
合心爽,西药
合成鱼腥草素片,西药
合舒,西药
合贝爽,西药
吉他霉素片,西药
吉佰芙,西药
吉加,西药
吉尼乐尔,西药
吉巨芬,西药
吉欧停,西药
吉派林,西药
吉浩,西药
吉特林综合征,疾病
吉粒芬,西药
吉舒,西药
吉诺通,西药
吉赛欣,西药
吉速星,西药
吉非替尼片,西药
同博,中成药
同奥,西药
同林,西药
同欣,西药
同舒,西药
同芬,西药
同达瑞,西药
名正,西药
吗啡阿托品注射液,西药
吗多明气雾剂,西药
吗多明片,西药
吗替麦考酚酯分散片,西药
吗替麦考酚酯片,西药
吗替麦考酚酯胶囊,西药
君为,西药
君佳,西药
君克多,西药
君宁,西药
君尓清,西药
君必青,西药
君欣,西药
君洁,西药
君然,西药
君特,西药
君迪,西药
吞咽困难,疾病
吞噬功能缺陷病,疾病
吠础⒕氲「小⒙槟靖械取对本品有休克既往史者。对本品或对头孢类抗生素有过敏既往史者。,西药
吡哌酸滴丸,西药
吡哌酸片,西药
吡哌酸胶囊,西药
吡嗪酰胺片,西药
吡喹酮片,西药
吡嗪酰胺胶囊,西药
吡嘧司特钾片,西药
吡罗昔康注射液,西药
吡罗昔康片,西药
吡非尼酮胶囊,西药
吩噻嗪类抗精神病药物中毒,疾病
含化上清片,中成药
启维,西药
吲哚美辛口服混悬液,西药
吲哚美辛栓,西药
吲哚美辛沙丁胺醇栓,西药
吲哚美辛片,西药
吲哚美辛缓释片,西药
吲哚美辛缓释胶囊,西药
吲哚美辛肠溶片,西药
吲哚美辛胶囊,西药
吸入性肺炎,疾病
吸入用七氟烷,西药
吸入用丙酸倍氯米松混悬液,西药
吸入用乙酰半胱氨酸溶液,西药
吸入用伊洛前列素溶液,西药
吸入用复方异丙托溴铵溶液,西药
吸入用布地奈德混悬液,西药
吸入用异丙托溴铵溶液,西药
吸入用硫酸沙丁胺醇溶液,西药
吸入用色甘酸钠胶囊,西药
吸烟中毒症,疾病
吸虫病,疾病
呋喃唑酮片,西药
呋喃妥因片,西药
呋喃妥因肠溶片,西药
呋喃妥因肠溶胶囊,西药
呋塞米注射液,西药
呋塞米片,西药
呛奶,疾病
周围型肺癌,疾病
周围血白细胞计数及分类检验,诊疗技术及设备（治疗）
呱西替柳干混悬剂,西药
呱西替柳胶囊,西药
呵儿贝,西药
呼吸动度检查,诊疗技术及设备（治疗）
呼吸性碱中毒,疾病
呼吸性细支气管炎伴间质性肺病,疾病
呼吸性酸中毒,疾病
呼吸肌疲劳症,疾病
呼吸衰竭,疾病
呼吸运动检查,诊疗技术及设备（治疗）
呼吸道合胞病毒抗体检查,诊疗技术及设备（治疗）
呼吸道异物,疾病
呼吸道白喉,疾病
呼吸道粘液—纤毛清除功能测定,诊疗技术及设备（治疗）
呼气流速,诊疗技术及设备（治疗）
和乐生,西药
和信,西药
和太,西药
和欣,西药
和爽,西药
和美新,西药
咖啡因与氨茶碱中毒,疾病
咖酚伪麻片,西药
咪唑斯汀缓释片,西药
咪唑立宾片,西药
咪达唑仑注射液,西药
咯血,疾病
咳克平胶囊,中成药
咳哌宁,西药
咳喘丸,中成药
咳喘停膏,中成药
咳喘宁口服液,西药
咳喘宁片,中成药
咳喘宁胶囊,中成药
咳喘宁颗粒,中成药
咳喘清片,中成药
咳喘片,西药
咳喘膏,中成药
咳喘舒片,中成药
咳喘顺丸,中成药
咳嗽性哮喘,疾病
咳嗽晕厥综合征,疾病
咳嗽糖浆,中成药
咳宁胶囊,中成药
咳宁颗粒,中成药
咳平胶囊,中成药
咳康含片,中成药
咳必清,西药
咳欣康片,中成药
咳清胶囊,中成药
咳灵胶囊,中成药
咳特灵片,西药
咳特灵胶嚢,西药
咳特灵颗粒,西药
咳立停糖浆,中成药
咳舒糖浆,西药
咳血方,中成药
咳速停糖浆,中成药
咳速停胶囊,中成药
咳露口服液,中成药
咽后脓肿,疾病
咽喉异物,疾病
咽喉痛,疾病
咽喉部外伤,疾病
咽喉部烧伤及化学伤,疾病
咽囊炎,疾病
咽炎,疾病
咽炎清片,中成药
咽炎片,中成药
咽炎胶囊,中成药
咽白喉,疾病
咽舒胶囊,中成药
咽部异感症,疾病
咽部及颈部食管闭合性损伤,疾病
咽部异物,疾病
咽部机械性创伤,疾病
咽部灼伤,疾病
咽部硬结病,疾病
咽部结核,疾病
品川,西药
哈乐特,西药
哈力多,西药
哈森为舒,西药
哈药,西药
哈蟆油,中草药
哈西奈德涂膜剂,西药
哈西奈德溶液,西药
哌瑞林,西药
哮喘,疾病
哮喘丸,中成药
哮喘宁颗粒,中成药
哮喘性肺嗜酸粒细胞浸润症,疾病
哮喘持续状态,疾病
哮喘片,中成药
哮喘胶囊,中成药
哲朋,西药
唐信,西药
唐必呋,西药
唐落,西药
唐都,西药
唑来膦酸注射液,西药
唛金沥,西药
唯他停,西药
唯卡,西药
唯地息,西药
唯达宁,西药
善唯达,西药
善得定针,西药
善思达,西药
善普兰,西药
善清,西药
善芬,西药
喉上神经损伤,疾病
喉康散,中成药
喉息肉,疾病
喉恶性肿瘤,疾病
喉气囊肿,疾病
喉气管瘢痕性狭窄,疾病
喉气管食管裂,疾病
喉炎,疾病
喉炎丸,中成药
喉烧伤,疾病
喉疾灵片,中成药
喉疾灵胶囊,中成药
喉症丸,中成药
喉痛灵片,中成药
喉痛灵颗粒,中成药
喉痹,疾病
喉癌,疾病
喉舒口含片,中成药
喉舒宁片,中成药
喉部创伤,疾病
喉部钝挫伤,疾病
喉阻塞,疾病
喘可治注射液,中成药
喘咳宁片,中成药
喘嗽宁片,中成药
喘嗽宁胶囊,中成药
喘定,西药
喘康速,西药
喘息定,西药
喘息样支气管炎,疾病
喘泰颗粒,中成药
喘立清,西药
喘络通胶囊,中成药
喘舒片,中成药
喜保福宁,西药
喜复至,西药
喜思诺,西药
喜普妙,西药
喜来通,西药
喜格迈,西药
喜滴克,西药
喜炎平注射液,中成药
喜福来,西药
喷他佐辛注射液,西药
喷托维林氯化铵片,西药
喷托维林氯化铵糖浆,西药
喹泰,西药
嗜酸性粒细胞增多—肌痛综合征,疾病
嗜酸性粒细胞增生性淋巴肉芽肿,疾病
嗜酸性粒细胞数,诊疗技术及设备（治疗）
嗜麦芽黄单胞菌肺炎,疾病
嘉倍康,西药
嘉立博,西药
噻吗灵,西药
噻托溴铵吸入粉雾剂,西药
噻托溴铵喷雾剂,西药
噻托溴铵粉吸入剂,西药
噻苯唑片,西药
囊性纤维化,西药
囊状淋巴管瘤,疾病
囊腺癌,疾病
四季感冒片,中成药
四季感冒胶囊,中成药
四季抗病毒合剂,中成药
四季抗病毒胶囊,中成药
四季青,中草药
四环素片,西药
回春散,中成药
因力达,西药
因培康,西药
因必欣,西药
因特芬,西药
因福舒,西药
固尔苏,西药
固本丸,中成药
固本咳喘片,中成药
固本咳喘胶囊,中成药
固本止咳膏,中成药
固泰宁,西药
固邦,西药
土燕窝,中草药
土细辛,中草药
土远志,中草药
土霉素片,西药
土霉素胶囊,西药
圣和凯宁,西药
圣敏,西药
圣林,西药
圣畅,西药
圣迪锋,西药
地佐辛注射液,西药
地力昕,西药
地喹氯铵含片,西药
地喹氯铵短杆菌素含片,西药
地塞米松棕榈酸酯注射液,西药
地塞米松片,中成药
地塞米松磷酸钠注射液,西药
地塞米松钠注射液,西药
地奈德洗剂,西药
地星,中草药
地柏枝,中草药
地榆升白片,中成药
地氟烷,西药
地氟烷溶液,西药
地氯雷他定片,西药
地氯雷他定糖浆,西药
地白草,中草药
地红霉素肠溶片,西药
地红霉素肠溶胶囊,西药
地蚕,中草药
地衣芽孢杆菌活菌胶囊,西药
地锦草,中草药
地霉菌病,疾病
地龙注射液,西药
坎地沙坦西酯片,西药
坎地沙坦酯分散片,西药
坎地沙坦酯片,西药
坎地沙坦酯胶囊,西药
坡参,中草药
坤宁,西药
坦刻,西药
坦刻抒,西药
坦啶,西药
坦通,西药
坦静,西药
垂体后叶注射液,西药
埃利雅,西药
埃必维,西药
埃索美拉唑肠溶胶囊,西药
埃索美拉唑镁肠溶片,西药
埃美丁,西药
域大,西药
培哚普利吲达帕胺片,西药
培哚普利片,西药
培宁,西药
培磊能,西药
培达,西药
基多托,西药
堪萨斯分枝杆菌感染,疾病
塞曲司特片,西药
塞曲司特颗粒,西药
塞来昔布胶囊,西药
塞欧斯,西药
士怡,西药
士瑞克,西药
声带小结,疾病
声门上型喉癌,疾病
声阻抗检查,诊疗技术及设备（治疗）
壹丽安,西药
壹枚泰,西药
复丁安,西药
复仙安,西药
复代文,西药
复发性多软骨炎,疾病
复可托,西药
复合型酸碱失衡,疾病
复安欣,西药
复方一枝黄花喷雾剂,中成药
复方丹参颗粒,中成药
复方乙酰水杨酸片,西药
复方乙酰水杨酸片（复方阿司匹林片）,西药
复方乳酸钠山梨醇注射液,西药
复方乳酸钠葡萄糖注射液,西药
复方二氧丙嗪茶碱片,西药
复方伪麻黄碱口服溶液,西药
复方倍他米松注射液,西药
复方公英片,中成药
复方公英胶囊,中成药
复方利多卡因乳膏,西药
复方北豆根氨酚那敏片,西药
复方半夏片,西药
复方单硝酸异山梨酯缓释片,西药
复方卡托普利注射液,西药
复方卡托普利片,西药
复方卡托普利缓释片,西药
复方双花口服液,中成药
复方双花片,中成药
复方双花糖浆,中成药
复方可待因口服溶液,西药
复方右旋糖酐40注射液,西药
复方吉祥草含片,西药
复方命14S注射液,西药
复方咳喘胶囊,西药
复方四季青片,西药
复方地龙胶囊,中成药
复方多粘菌素B软膏,西药
复方大青叶合剂,中成药
复方天仙胶囊,中成药
复方头孢克洛干混悬剂,西药
复方头孢克洛片,西药
复方头孢克洛胶囊,西药
复方妥英麻黄茶碱片,西药
复方岩白菜素片,西药
复方岩连片,中成药
复方川贝止咳糖浆,中成药
复方川贝精片,西药
复方川贝精胶囊,中成药
复方巴旦仁颗粒,西药
复方布洛芬片,西药
复方平贝口服液,中成药
复方庆大霉素膜,西药
复方异丙托溴铵气雾剂,西药
复方愈创木酚磺酸钾口服溶液,西药
复方愈酚喷托那敏糖浆,西药
复方感冒灵片,中成药
复方感冒灵胶囊,中成药
复方感冒灵颗粒,西药
复方感冒胶囊,中成药
复方斑蝥胶囊,西药
复方普萘洛尔咖啡因片,西药
复方曲尼司特胶囊,西药
复方木芙蓉涂鼻膏,西药
复方木麻黄片,西药
复方杏香兔耳风胶囊,中成药
复方杜鹃片,西药
复方枇杷叶膏,西药
复方枇杷喷托维林颗粒,西药
复方枇杷止咳颗粒,西药
复方枇杷氯化铵口服溶液,西药
复方枸橼酸阿尔维林软胶囊,西药
复方柳安咖注射液,西药
复方桑菊感冒片,西药
复方桑菊感冒胶囊,中成药
复方桑菊感冒颗粒,中成药
复方桔梗枇杷糖浆,西药
复方桔梗止咳片,西药
复方桔梗氯化铵口服溶液,西药
复方桔梗远志麻黄碱片（II）,西药
复方桔梗远志麻黄碱片（I）,中成药
复方桔梗麻黄碱糖浆,西药
复方桔梗麻黄碱糖浆（II）,中成药
复方梨膏,西药
复方毛冬青氯贝酸铝片,中成药
复方气管炎片,中成药
复方气管炎胶囊,西药
复方氟尿嘧啶乳,西药
复方氟尿嘧啶口服溶液,西药
复方氟尿嘧啶注射液,西药
复方氢溴酸右美沙芬胶囊,西药
复方氨基酸注射液,西药
复方氨基酸注射液（14AA）,西药
复方氨基酸注射液（17AA—I）,西药
复方氨基酸注射液（17AA）,西药
复方氨基酸注射液（17AA－H）,西药
复方氨基酸注射液（18AA—N）,西药
复方氨基酸注射液（18AA—VII）,西药
复方氨基酸注射液（18AA—V）,西药
复方氨基酸注射液（18AA）,西药
复方氨基酸注射液（18—B）,西药
复方氨基酸注射液（6AA）,西药
复方氨敏狗仔花片,中成药
复方氨敏虎杖胶囊,西药
复方氨林巴比妥注射液,西药
复方氨肽素片,西药
复方氨苯蝶啶胶囊,西药
复方氨茶碱暴马子胶囊,西药
复方氨酚愈敏口服溶液,西药
复方氨酚溴敏胶囊,西药
复方氨酚烷胺片,西药
复方氨酚烷胺胶囊,西药
复方氨酚烷胺颗粒,西药
复方氨酚甲麻口服液,西药
复方氨酚穿心莲片,西药
复方氨酚美沙糖浆,西药
复方氨酚苯海拉明片,西药
复方氨酚那敏颗粒,西药
复方氮基酸注射液（18AA）,西药
复方氯丙那林溴己新片,西药
复方氯丙那林溴己新胶囊,西药
复方氯丙那林鱼腥草素钠片,西药
复方氯化钠注射液,西药
复方氯化钾泡腾片,西药
复方氯喘胶囊,西药
