graphml_entity,medical_kg_entity,match_type,confidence
破伤风,破伤风,llm,1.0
mesothelioma,局限性间皮瘤,llm,0.9
新生儿原发性肺不张,小儿肺不张,llm,0.7
过敏性支气管肺曲霉病（abpa）,过敏性支气管肺青霉病,llm,0.8
已知病毒的流感性急性上呼吸道感染,急性上感,llm,0.8
pancreatic carcinoma,终末导管腺癌,llm,0.7
ards/ali,小儿急性肺损伤,llm,0.9
hydrops fetalis,hbbart胎儿水肿综合征,llm,0.8
结核性肺炎,结核性肺炎,llm,1.0
angiostrongylus cantonensis (angiostrongyliasis),广州管圆线虫病,llm,0.95
哮喘-慢阻肺重叠综合征,overlapping syndrome,llm,0.9
pneumocystis jirovecii pneumonia (pcp),丝酵母菌性肺炎,llm,0.8
囊状纤维化,肺囊性纤维化,llm,0.9
otomycosis,moniliasis,llm,0.7
hospital-acquired pneumonia (hap),严重的肺炎,llm,0.7
特发性肺间质纤维化,小儿hamman-rich综合征,llm,0.8
acute high altitude sickness,acute high altitude sickness,llm,1.0
呼吸道合胞体病毒肺炎,呼吸道合胞病毒急性支气管炎,llm,0.7
单纯性慢性支气管炎,以及老年急慢性支气管炎,llm,0.7
社区获得性肺炎（cap）,严重的肺炎,llm,0.7
nocardia infection,肺诺卡菌病,llm,0.9
community-acquired pneumonia (cap),严重的肺炎,llm,0.7
underlying pulmonary conditions cystic fibrosis,肺囊性纤维化,llm,0.95
allergic bronchopulmonary aspergillosis (abpa),过敏性支气管肺青霉病,llm,0.9
新生儿其他和未特指的肺不张,小儿肺不张,llm,0.7
community-acquired hospitalized pneumonia,严重的肺炎,llm,0.8
急性鼻咽炎［感冒］,急性上感,llm,0.8
急性咽气管炎,喘息样支气管炎,llm,0.7
鼠疫,皮肤鼠疫,llm,0.9
ⅲ型：膜性咽炎,白喉性膜性喉炎,llm,0.7
重症肝病合并侵袭性念珠菌病,moniliasis,llm,0.85
克雷白氏杆菌性肺炎,克雷白氏杆菌感染,llm,0.8
贫血 (anemia),红细胞下降,llm,0.8
呼吸系统症状,咳嗽（10%）,llm,0.7
general symptoms,感冒样症状,llm,0.7
仅有发热（>38.5℃）持续12～24小时,伴高热,llm,0.8
异常临床症状或体征,临床症状、体征,llm,0.9
prolonged cough,咳嗽渐加重；中期嗽起连连,llm,0.7
临床表现,临床症状、体征,llm,0.9
expectoration of mucous plugs,咳出少量黏液痰,llm,0.8
肺部结节,肺内结节,llm,0.9
心脏呼吸骤停,心跳呼吸骤停,llm,0.95
hallucinations,夜梦异常和幻觉,llm,0.85
cough,咳嗽（10%）,llm,0.8
heart failure,右心衰竭,llm,0.9
obesity,肥胖性低通气综合征,llm,0.8
tissue necrosis and angioinvasion,坏死或蜂窝织炎等,llm,0.7
shortness of breath,呼吸极为困难,llm,0.9
进行性的呼吸困难,呼吸极为困难,llm,0.9
circulatory failure,右心衰竭,llm,0.8
局灶性神经系统体征,定位神经体征等,llm,0.9
全身淋巴结肿大,坏死或蜂窝织炎等,llm,0.7
febrile,伴高热,llm,0.9
nodule or mass,肺内结节,llm,0.8
14%出现面部潮红和荨麻疹,面色潮红,llm,0.7
visual or auditory hallucinations,夜梦异常和幻觉,llm,0.85
气道痉挛,支气管痉挛恶化,llm,0.8
白细胞计数异常,外周血白细胞计数常升高,llm,0.7
乏力 (fatigue),疲劳、乏力、运动耐量减低,llm,0.9
nasal blockage,肺脾气虚鼻塞,llm,0.8
skin necrosis,坏死或蜂窝织炎等,llm,0.7
cavity,空洞形成,llm,0.9
pleural effusions,大叶实变伴脓胸,llm,0.7
headache,头痛等,llm,0.9
elevated white blood cell count,外周血白细胞计数常升高,llm,0.95
flu-like symptoms,感冒样症状,llm,0.9
oral ulcers,消化道溃疡,llm,0.8
fever,伴高热,llm,0.9
dyspnea,呼吸极为困难,llm,0.9
abdominal pain,食欲缺乏，腹痛,llm,0.8
sputum production,咳痰及不同程度的呼吸困难,llm,0.8
neutropenia (general),外周血白细胞计数常升高,llm,0.7
消化道症状,食欲缺乏，腹痛,llm,0.7
shock,血压剧降,llm,0.8
低氧（氧饱和度 ＜ 93 % ，氧合指数 < 3 0 0 mmhg 或氧饱和度 6 % 且氧合指数 ≤ 3 1 5 mmhg ）,低氧血症（2%）,llm,0.8
airway obstruction,支气管痉挛恶化,llm,0.7
rashes,偶见皮疹、药物热及其他变态反应,llm,0.8
pulmonary infiltrates,肺中低部区域浸润,llm,0.7
skin and soft tissue infection,坏死或蜂窝织炎等,llm,0.7
bronchospasm,支气管痉挛恶化,llm,0.8
alveolar lung infiltrates,肺中低部区域浸润,llm,0.7
acute low oxygen,低氧血症（2%）,llm,0.8
thick sputum plugging,气管分泌增多,llm,0.7
necrotic tissue,坏死或蜂窝织炎等,llm,0.7
productive cough,咳嗽（10%）,llm,0.8
发热 (fever),伴高热,llm,0.9
hiv感染症状,夜梦异常和幻觉,llm,0.7
肺部影像学提示胸膜下团块影,肺内结节,llm,0.8
耳毒性,瞳孔极度缩小,llm,0.7
nausea and vomiting,食欲缺乏，腹痛,llm,0.7
腹泻导致脱水、循环障碍、精神状态改变,1/3患者出现腹泻水样便,llm,0.8
消化道反应,消化道溃疡,llm,0.8
leucocytes,外周血白细胞计数常升高,llm,0.9
tissue necrosis,坏死或蜂窝织炎等,llm,0.85
记忆困难、抑郁、嗜睡或头痛,头痛等,llm,0.8
lung infiltrates,肺中低部区域浸润,llm,0.8
swollen legs,上肢和面部水肿,llm,0.7
头痛 (headache),头痛等,llm,0.8
头晕 (dizziness),头晕6,llm,0.8
水样便,1/3患者出现腹泻水样便,llm,0.7
中性粒细胞增多,外周血白细胞计数常升高,llm,0.8
rhinorrhea,肺脾气虚鼻塞,llm,0.7
febrile patients,伴高热,llm,0.9
massive hemoptysis,咯血及食欲减退,llm,0.9
crusted lesions,坏死或蜂窝织炎等,llm,0.8
新月征,肺内结节,llm,0.7
干咳，进行性呼吸,咳嗽渐加重；中期嗽起连连,llm,0.7
cavitation,空洞形成,llm,0.9
nodule,肺内结节,llm,0.8
significant fatigue,疲劳、乏力、运动耐量减低,llm,0.8
咳嗽、厌食、呕吐、腹痛,食欲缺乏，腹痛,llm,0.7
hypoxia,低氧血症（2%）,llm,0.8
包括胸痛、气短和低氧血症或）季肋部及腿痛,胸骨后不适或胸前疼痛,llm,0.7
临床症状,临床症状、体征,llm,0.9
respiratory symptoms,呼吸困难等；婴幼儿表现为阵发或持续性呼吸困难,llm,0.8
diarrhea,1/3患者出现腹泻水样便,llm,0.9
血便,咯血及食欲减退,llm,0.7
弓形虫呼吸困难,呼吸困难等；婴幼儿表现为阵发或持续性呼吸困难,llm,0.8
腹痛17%、恶心/呕吐12%、腹泻10%、眩晕5%,食欲缺乏，腹痛,llm,0.7
临床症状体征,临床症状、体征,llm,0.95
cavity formation,空洞形成,llm,1.0
inflammation symptoms and signs,临床症状、体征,llm,0.8
fatigue,疲劳、乏力、运动耐量减低,llm,0.8
obese,肥胖性低通气综合征,llm,0.7
bronchoconstriction,支气管痉挛恶化,llm,0.9
结核中毒症状,有或无结核中毒症状,llm,0.9
头痛、流涕、咽痛和耳痛,感冒样症状,llm,0.7
auditory hallucinations,夜梦异常和幻觉,llm,0.8
amoxicillin-clavulanic acid,阿莫西林克拉维酸钾41颗粒,llm,0.9
多黏菌素e（colistin）,硫酸粘菌素颗粒,llm,0.9
prodrug of colistin,硫酸粘菌素颗粒,llm,0.8
替卡西林/克拉维酸钾,阿莫西林克拉维酸钾41颗粒,llm,0.8
colistin-carbapenem,硫酸粘菌素颗粒,llm,0.8
巴龙霉素（humatin）,白萝仙,llm,0.8
头孢吡,头孢匹姆,llm,0.9
玛巴罗沙韦,瑞凯平,llm,0.8
veklury,瑞凯平,llm,0.8
青霉素（耐青霉素酶）,苯唑青,llm,0.9
阿尼芬净溶液,瑞凯平,llm,0.9
阿尼芬净胶囊,瑞凯平,llm,0.9
左旋奥硝唑,司里蒙,llm,0.9
结核病新药氯法齐明,氯法齐明,llm,0.9
普罗帕酮,心律平,llm,0.9
特比萘芬口服液,兰美抒,llm,0.9
甲氧苄啶-磺胺甲恶唑,复方新诺明,llm,0.9
口服溶液,稀氨溶液,llm,0.8
硫酸多黏菌素b,硫酸粘菌素颗粒,llm,0.9
磷霉素（monurol）,复方磷霉素钙胶囊,llm,0.9
zidovudine+3tc,齐多夫定拉米夫定片,llm,0.9
voriconazole (general),威凡,llm,0.9
头孢拉定/维,头孢拉定胶囊,llm,0.9
plazomicin,硫酸庆大霉素,llm,0.9
特地唑胺,特地唑胺片,llm,0.9
万古霉素15mg/kgivq12h， auc24400～600μg·h/ml（体重<2000g）,稳可信,llm,0.9
amoxicillin plus clavulanic acid,阿莫西林克拉维酸钾41颗粒,llm,0.7
antithymocyte globulin,抗人胸腺淋巴细胞球蛋白猪,llm,0.9
polymyxin class,硫酸粘菌素颗粒,llm,0.8
氨氯地平,平克亚欣,llm,0.8
注射用硫酸黏菌素,硫酸粘菌素颗粒,llm,0.8
氟奋乃静,氟奋乃静,llm,1.0
金刚烷胺 c级,金刚烷胺,llm,0.8
tobi,妥布霉素,llm,0.9
norfloxacin,诺氟沙星,llm,0.9
伊曲康唑混悬液,伊曲康唑,llm,0.8
盐酸洛哌丁胺,盐酸洛哌丁胺,llm,1.0
阿莫西林0.5~1gi.v.q.6h.,安比西林,llm,0.8
环丙沙星 500mg p.o.b.i.d.,盐酸环丙沙星凝胶,llm,0.7
硫酸黏菌素为多黏菌素 e,硫酸粘菌素颗粒,llm,0.9
青霉素 g,苯氧甲基盘尼西林钾,llm,0.8
两性霉素b口服液,瑞思,llm,0.7
洛哌丁胺,易蒙停,llm,0.9
两性霉素b脂质复合体,康丽能,llm,0.8
isavuconazole sulfate,瑞思,llm,0.8
泰利霉素（telithromycin）,沁林,llm,0.8
阿德福韦酯,阿多停,llm,0.8
阿莫西林-克拉维酸7：1,阿莫西林克拉维酸钾41颗粒,llm,0.8
colistin group,硫酸粘菌素颗粒,llm,0.8
（去甲）万古霉素,瑞思,llm,0.8
雷贝拉唑,瑞凯平,llm,0.8
灰黄霉素凝胶,灰黄霉素凝胶,llm,1.0
泼尼松口服,hydroprednisone,llm,0.7
替加环素（tigecycline）,他索尔明,llm,0.9
伏立康唑和卡,瑞思,llm,0.8
特比萘芬片,特罗凯,llm,0.7
polymyxin e sulfate,硫酸粘菌素颗粒,llm,0.9
colistin (cms),硫酸粘菌素颗粒,llm,0.85
青蒿琥酯片,瑞思,llm,0.8
二甲双胍,格隆溴铵,llm,0.7
两性霉素b溶液剂,瑞思,llm,0.8
mycophenolate mofetil (general),吗替麦考酚酯片,llm,0.9
methronidazole,甲硝唑胶囊,llm,0.9
colomycin,硫酸粘菌素颗粒,llm,0.9
corticosteroids (general),皮质醇,llm,0.8
泊沙康唑口服悬浮液 (posaconazole oral suspension),诺沛,llm,0.8
泊沙康唑缓释片,诺沛,llm,0.8
posaconazole,诺沛,llm,0.8
厄他培南（ertapenem）,速伏抗,llm,0.7
亚胺培南-西拉司丁,捷平,llm,0.7
imipenem-cilastatin plus colistin,捷平,llm,0.7
美罗培南1.0g i.v.q.8h.,瑞凯平,llm,0.7
蒿甲醚-苯荡醇,沁林,llm,0.7
甲硝唑0.2-0.4g p.o.t.i.d.,甲硝唑胶囊,llm,0.8
齐多夫定（zdv）,齐征,llm,0.9
fluorocycline,他索尔明,llm,0.9
cephalexin,苯氧甲基盘尼西林钾,llm,0.8
bacitracin,杆菌肽,llm,0.9
scopolamine,氢溴酸东莨菪碱,llm,0.9
cyclosporine (general),环孢素,llm,0.9
glucocorticoid therapy,皮质醇,llm,0.8
zidovudine,齐多夫定,llm,0.9
夫西地酸（fucidin，taksta）,瑞思,llm,0.9
齐多夫定 (azt),齐征,llm,0.9
多黏菌素b（polymyxin b）,硫酸粘菌素颗粒,llm,0.8
amoxicillin/clavulanic acid,阿莫西林克拉维酸钾41颗粒,llm,0.9
actemra,瑞凯平,llm,0.8
amoxicillin/clavulanic acid (oral antibiotic),阿莫西林克拉维酸钾41颗粒,llm,0.9
corticosteroids,皮质醇,llm,0.8
glucocorticoid,皮质醇,llm,0.8
氟康唑40mg/dp.o.,瑞思,llm,0.8
氟胞嘧啶栓剂,瑞思,llm,0.8
青霉素160万~240万ui.v.q.6h.~ q.4h.,苯唑青,llm,0.7
利福平 (rifampin),利福平0.12g,llm,0.8
阿奇霉素250mg/d,azithromycin dispirsible tablets,llm,0.8
dextrose in water,100ml：加替沙星0.2g，葡萄糖5g,llm,0.8
β-内酰胺类药物,舒巴坦钠（1：1）,llm,0.7
氯己定,氯己定,llm,1.0
meropenem-vaborbactam or imipenem-cilastatin-relebactam,imipenemand cilastatin sodium for injection,llm,0.8
active antibiotic,抗菌药物的应用,llm,0.7
imipenem-cilastatin-relebactam,imipenemand cilastatin sodium for injection,llm,0.8
克拉霉素500~1000g/d,genlamycin sulfate tablets,llm,0.8
聚山梨酯‑80,聚山梨酯—80,llm,0.95
anti-pd-l1,anti-pd-l1,llm,1.0
nucleoside analogues,核苷类似物,llm,1.0
beta-lactamases inhibitors,舒巴坦钠（1：1）,llm,0.8
cephalosporin,头孢匹胺,llm,0.9
止痛药物,消炎痛,llm,0.9
isentress,isentress,llm,1.0
聚维酮碘,聚维酮碘,llm,1.0
amphotericin b cream,两性霉素b,llm,0.9
克拉霉素500mgp.o.b.i.d.,genlamycin sulfate tablets,llm,0.8
蔡夫西林/苯唑西林2giv q4h×4～6w,苯唑青,llm,0.8
头孢唑啉2giv q8h×4～6w,zinacef（cefuroxime axetil tablets）,llm,0.7
tetracycline derivatives,四环素类衍生物,llm,1.0
cephalosporins,头孢匹胺,llm,0.8
hiv-2,人类免疫缺陷病毒（hiv）感染,llm,0.8
bordetella pertussis,百日咳杆菌,llm,0.9
aspergillus antibodies,曲霉菌抗体,llm,0.9
hemorrhagic fever virus,出血热病毒,llm,0.9
hiv-1/-2 dna,人类免疫缺陷病毒（hiv）感染,llm,0.9
blastomyces dermatitidis,是由固孢蛙粪霉通过接触感染引起,llm,0.7
耐药肺炎球菌,继发于肺炎链球菌性肺炎,llm,0.8
hiv-1/-2 rna,人类免疫缺陷病毒（hiv）感染,llm,0.95
厌氧微生物,厌氧菌等,llm,0.8
艾滋病病毒,人类免疫缺陷病毒（hiv）感染,llm,0.95
百日咳鲍特菌,百日咳鲍特菌,llm,1.0
含有结核分枝杆菌的irps,结核分枝杆菌感染,llm,0.8
厌氧菌中的脆弱拟杆菌,厌氧菌等,llm,0.7
结核菌,结核分枝杆菌感染,llm,0.9
serratia spp.,沙雷菌感染,llm,0.9
人类慢病毒组,人类免疫缺陷病毒（hiv）感染,llm,0.8
hiv types 1 and 2 (hiv-1/2),人类免疫缺陷病毒（hiv）感染,llm,0.9
hiv-2 antibodies,人类免疫缺陷病毒（hiv）感染,llm,0.8
结核分枝杆菌感染,结核分枝杆菌感染,llm,1.0
legionella spp.,嗜肺军团杆菌感染,llm,0.8
hiv (human immunodeficiency virus),人类免疫缺陷病毒（hiv）感染,llm,0.95
cryptococcus species,隐球菌,llm,0.8
human coronaviruses (hcov)-hku1,呼吸道融合病毒,llm,0.7
chlamydia trachomatis (ct),沙眼衣原体,llm,0.9
chlamydophila pneumoniae,肺炎衣原体,llm,0.9
west nile virus,西尼罗河病毒,llm,0.8
streptococcus species,链球菌,llm,0.8
e. cloacae,阴沟肠杆菌,llm,0.8
isospora,等孢球虫,llm,0.8
flua,甲型流感病毒,llm,0.7
human immunodeficiency virus (hiv) (general),人类免疫缺陷病毒（hiv）感染,llm,0.9
sars cov-2,严重急性呼吸综合征冠状病毒2型,llm,1.0
aspergillus niger,黑曲霉,llm,0.9
bartonella,巴尔通体,llm,0.9
neisseria,奈瑟菌,llm,0.9
aspergillus spp,曲霉菌属,llm,0.9
fusobacterium necrophorum,坏死梭杆菌,llm,0.9
产单核李斯特菌,产单核细胞李斯特菌,llm,0.9
卵圆拟杆菌,卵形拟杆菌,llm,0.9
蛲虫（蛲虫病）,蛲虫,llm,1.0
棘阿米巴原虫,棘阿米巴,llm,0.9
甲氧西林敏感金黄色葡萄球菌,甲氧西林敏感金黄色葡萄球菌,llm,1.0
脑膜炎奈瑟菌,脑膜炎奈瑟菌,llm,1.0
cryptococcus neoformans,新型隐球菌,llm,0.9
lacrosse encephalitis virus,拉克罗斯脑炎病毒,llm,0.9
hsv 1 and 2,单纯疱疹病毒1型和2型,llm,0.9
parainfluenza virus,iii型副流感病毒,llm,0.9
hpiv-1,iii型副流感病毒,llm,0.8
mycobacterium tuberculosis,结核分枝杆菌感染,llm,0.9
呼吸道合胞病毒（rsv）,呼吸道融合病毒误吸,llm,0.8
军团菌（legionella species）,嗜肺军团杆菌感染,llm,0.9
人类免疫缺陷病毒 (hiv),人类免疫缺陷病毒（hiv）感染,llm,1.0
人类免疫缺陷病毒（hiv）,人类免疫缺陷病毒（hiv）感染,llm,0.95
hiv 需借助易感细胞表面的受体进入细胞,人类免疫缺陷病毒（hiv）感染,llm,0.9
legionella,嗜肺军团杆菌感染,llm,0.9
human immunodeficiency virus (hiv),人类免疫缺陷病毒（hiv）感染,llm,0.9
炭疽杆菌,炭疽杆菌感染所致,llm,0.9
马来丝虫,马来丝虫及犬恶丝虫或微丝蚴在胸部淋巴管内寄生,llm,0.8
anaerobic bacteria,厌氧菌等,llm,0.8
cytomegalovirus,巨细胞病毒,llm,0.9
hiv-2 rna,人类免疫缺陷病毒（hiv）感染,llm,0.8
小螺旋菌,由小螺菌感染引起,llm,0.9
人类免疫缺陷病毒,人类免疫缺陷病毒（hiv）感染,llm,0.9
hiv 在感染者体内不断复制,人类免疫缺陷病毒（hiv）感染,llm,0.9
血吸虫,血吸虫的幼虫或成虫在肺内移行,llm,0.9
沙雷菌,沙雷菌感染,llm,0.9
legionella pneumophila,嗜肺军团杆菌感染,llm,0.9
cryptococcus neoformans/gattii,楚尔盖分枝杆菌,llm,0.8
aspergillus species,固孢蛙粪霉,llm,0.7
blood film,痰涂片检测,llm,0.7
blood smear evaluation,痰涂片检测,llm,0.7
annual pulmonary function tests,肺功能测试,llm,0.9
pcr 检测,反转录聚合酶链反应,llm,0.8
elisa kit,(5)加终止液以终止反应，每孔50μl，观察结果。每批试验设固定的阳性血清、阴性血清及抗原对照等。,llm,0.7
涂片染色镜检法（革兰染色、抗酸染色、免疫荧光染色和墨汁染色等）,痰涂片检测,llm,0.8
direct fluorescent antibody test,直接荧光抗体试验,llm,1.0
igm抗体检测,特异igm,llm,0.7
经纤支镜留取的痰液,痰涂片检测,llm,0.8
paranasal ct,胸部 x 线,llm,0.7
immunofluorescence (ifa),直接荧光抗体试验,llm,0.9
magnetic resonance imaging (mri),断层成像,llm,0.7
免疫学试验,一般实验室检查,llm,0.7
足部x片,普通x线检查,llm,0.8
pelvic aspirate and naat and aerobic and anaerobic cultures and gram stain and acid-fast bacilli stain and culture and mycobacterial naat,病灶活检,llm,0.7
腹腔感染实验室检测流程,一般实验室检查,llm,0.7
cell count and differential of dialysate and protein analysis and cytospin gram stain evaluation and aerobic and anaerobic cultures and acid-fast bacilli stain and culture and mycobacterial naat and fungal culture and koh or fluorescent stain microscopy,白细胞分类计数,llm,0.8
abscess aspirate,病灶活检,llm,0.8
脑脊液真菌培养,普通致病菌培养,llm,0.7
分子检测方法,反转录聚合酶链反应,llm,0.8
biopsy aspirate and culture and gram stain,病灶活检,llm,0.8
bacterial culture,普通致病菌培养,llm,0.9
chest ct-scan,胸部 x 线,llm,0.8
throat culture,普通致病菌培养,llm,0.8
in situ hybridization tests,行细胞学检查,llm,0.8
cd4+ t 淋巴细胞计数,全血细胞分析,llm,0.7
abscess aspirate and culture and gram stain and aerobic and anaerobic cultures and acid-fast bacilli stain and culture and mycobacterial naat,肺穿刺培养,llm,0.7
gram stains,痰涂片检测,llm,0.8
saliva samples,痰液显微镜检,llm,0.7
computed tomography (ct),x线或ct检查,llm,0.8
serologic testing,验血（γ—干扰素释放试验）,llm,0.7
imaging for diagnosis and guidance and specimen collection and surgical treatment and aerobic and anaerobic cultures and gram stain and acid-fast bacilli stain and culture and mycobacterial naat,胸部 x 线,llm,0.8
secondary peritonitis aspirate and culture and gram stain and aerobic and anaerobic cultures,胸腔积液的细菌学检查：近年，脓胸的病因菌厌氧性菌增加，革兰阳性球菌为金黄色葡萄球菌、链球菌。革兰阴性杆菌为绿脓杆菌、大肠杆菌。结核性胸膜炎时结核杆菌培养阳性约为25%。,llm,0.8
fitz-hugh-curtis syndrome aspirate and culture,肺穿刺培养,llm,0.7
verigene® gram-negative blood culture test,普通致病菌培养,llm,0.7
real-time molecular assays,反转录聚合酶链反应,llm,0.8
in situ hybridization,行细胞学检查,llm,0.7
blood cultures prior to antimicrobial therapy and after initiation and aerobic and anaerobic cultures and gram stain and acid-fast bacilli stain and culture and mycobacterial naat and fungal culture and koh or fluorescent stain microscopy,普通致病菌培养,llm,0.8
sars-cov-2抗原检测,直接荧光抗体试验,llm,0.7
抗酸染色,痰涂片检测,llm,0.7
腹盆腔ct,x线或ct检查,llm,0.7
需氧/厌氧血液培养瓶,普通致病菌培养,llm,0.8
needle aspiration,ct引导下经胸壁针刺抽吸活检术,llm,0.85
chest radiograph results,胸部 x 线,llm,0.9
bronchoscopy with bronchoalveolar lavage (bal),电子支气管镜检查,llm,0.8
flexible bronchoscopy,电子支气管镜检查,llm,0.9
bronchoscopy,电子支气管镜检查,llm,0.9
纤支镜,电子支气管镜检查,llm,0.8
bronchoscopy with bal,电子支气管镜检查,llm,0.8
cpr,现场心肺复苏,llm,0.9
内镜,电子支气管镜检查,llm,0.8
现场即时检测,现场心肺复苏,llm,0.7
吉姆萨染色,(1)采血1小滴于载玻片一端，用一推片以35°～45°倾斜推出四周留有适量空隙，可分清头、体、尾的薄血片。血膜长度不少于2.5cm，末梢至玻片另一端尚余空隙约1cm。血膜干后染色。,llm,0.8
血管造影,心血管造影检查,llm,0.9
surgical debridement (general),外科清创,llm,0.9
surgical decompression,狭窄解除手术,llm,0.8
open debridement,外科清创,llm,0.85
异基因造血干细胞移植（hsct）,allogeneic hsct (general),llm,0.95
definitive surgery,手术纠正,llm,0.8
percutaneous endoscopic discectomy and drainage,胸腹腔引流术,llm,0.7
herniorrhaphy,手术纠正,llm,0.7
清创术,胸腹腔引流术,llm,0.7
videoassisted thoracic surgical procedure,切口进胸,llm,0.7
drainage of the joint,胸腹腔引流术,llm,0.7
laser photocoagulation,激光,llm,0.9
local debridement,胸腹腔引流术,llm,0.7
resection for persistent hemoptysis,切除受累肺叶或段,llm,0.8
surgical drainage,胸腹腔引流术,llm,0.9
cyclophotocoagulation,激光,llm,0.8
鼻息肉切除术,摘除囊肿或结节,llm,0.7
引流,胸腹腔引流术,llm,0.9
surgical or endoscopic removal,摘除囊肿或结节,llm,0.7
脑室腹腔（心房）分流术,fontan分流术,llm,0.7
再开胸探查,切口进胸,llm,0.7
resection for symptomatic aspergilloma,切除受累肺叶或段,llm,0.7
video-assisted thoracoscopic surgery,切口进胸,llm,0.7
感染性心内膜炎手术治疗,手术纠正,llm,0.8
first reoperation,再手术,llm,0.9
yag laser capsulotomy,激光,llm,0.7
损伤控制手术,手术纠正,llm,0.7
再手术,再手术,llm,1.0
open excisional biopsy,摘除囊肿或结节,llm,0.7
surgical resection for localized disease,切除受累肺叶或段,llm,0.8
thoracotomy,切口进胸,llm,0.9
脓肿切开引流术,胸腹腔引流术,llm,0.7
肺叶切除,肺叶切除术,llm,0.95
脓肿切开引流,胸腹腔引流术,llm,0.7
glaucoma drainage device implantation,肺动脉分流术,llm,0.7
organ transplantation (general),自体或人胚胎气管移植,llm,0.8
debridement and drainage surgery,胸腹腔引流术,llm,0.8
引流术,胸腹腔引流术,llm,0.8
造口术,气管造口术,llm,0.8
pneumonectomy,肺叶切除术,llm,0.9
经皮穿刺引流术,胸腹腔引流术,llm,0.8
surgical instrument laser,激光,llm,0.9
lobectomy,肺叶切除术,llm,0.95
手术减压,右心室减压,llm,0.8
laser treatment,激光,llm,0.9
surgical debridement with clean margins,外科清创术,llm,0.9
balloon dilation,球囊扩张,llm,0.95
palliative surgery,体肺动脉分流姑息手术,llm,0.85
conventional lobectomy,肺叶切除术,llm,0.9
laparoscopic appendectomy,阑尾切除术,llm,0.9
open drainage,胸腹腔引流术,llm,0.8
lung resection,肺叶切除术,llm,0.9
polymyxin-based combination therapy,其它氨基糖苷类,llm,0.7
阿莫西林／克拉维酸,广谱青霉素/抗生素,llm,0.7
upper respiratory tract,上呼吸道黏膜,llm,0.7
organ,脏器,llm,0.9
bronchus,支气管,llm,0.9
alveoli,肺泡壁,llm,0.7
上叶,肺上叶,llm,0.9
right upper lobe,肺上叶,llm,0.9
lower respiratory tract,下呼吸道,llm,0.9
infected lungs,肺脏,llm,0.8
肺组织,肺脏,llm,0.9
3个肺野,下肺野,llm,0.7
distal airways,小气道周围,llm,0.7
vertebral endplate,椎骨,llm,0.7
lung parenchyma,肺实质,llm,1.0
pleural space,胸膜情况,llm,0.8
mediastinum,纵膈,llm,0.95
posterior segment,后壁,llm,0.8
bronchioles,毛细支气管,llm,0.9
chest wall,同侧半胸廓,llm,0.8
膈,左侧肺下叶后基底部与横膈之间,llm,0.7
lung,肺脏,llm,0.9
支气管黏膜,上呼吸道黏膜,llm,0.8
肺中上叶,肺上叶,llm,0.9
双肺,肺脏,llm,0.9
diaphragm,左侧肺下叶后基底部与横膈之间,llm,0.7
metastatic sites,肝脏转移,llm,0.8
pleura,肺和胸膜,llm,0.8
airway,大气道,llm,0.9
pulmonary involvement,肺脏,llm,0.7
pericardium,心包膜,llm,1.0
right lower lobe,右下叶,llm,1.0
肺上下叶,肺上叶,llm,0.9
肺部局限病灶,肺脏,llm,0.7
airways,大气道,llm,0.8
左主支气管,支气管,llm,0.8
皮肤软组织,皮肤及呼吸道,llm,0.7
skin and subcutaneous tissue,皮肤及呼吸道,llm,0.7
bone and joint,椎骨,llm,0.7
pleural cavity,肺和胸膜,llm,0.8
epiglottis,会厌及其周围组织,llm,0.8
纵隔内,纵膈,llm,0.9
right middle-lobe,右中叶,llm,1.0
中叶,右中叶,llm,0.9
vertebrae,椎骨,llm,1.0
单侧肺下叶,肺下叶,llm,0.9
气道,大气道,llm,0.8
气道黏膜,上呼吸道黏膜,llm,0.7
右肺中叶,右中叶,llm,1.0
trachea,大气道,llm,0.7
supraglottis,喉入口,llm,0.8
椎体,椎骨,llm,0.9
肺/支气管/肺炎,"支气管,肺",llm,0.8
气管支气管,大气道,llm,0.7
肺组织/细胞,肺脏,llm,0.9
right lung central,肺门周围,llm,0.8
chest,同侧半胸廓,llm,0.8
lungs,肺脏,llm,0.9
endobronchial lesions,支气管,llm,0.8
bronchial stumps/sutures,支气管壁,llm,0.7
throat,喉入口,llm,0.8
声门下,声门下喉,llm,0.9
远端气道,毛细支气管,llm,0.8
abdominal cavity,体腔浆膜,llm,0.7
bronchi,支气管,llm,0.9
lungs (general),肺脏,llm,0.9
pharynx,上气道,llm,0.7
lung tissue,肺脏,llm,0.9
肺门淋巴结,肺门周围,llm,0.8
spine,椎骨,llm,0.9
allograft lung,肺脏,llm,0.8
纵隔或肺门淋巴结,肺门周围,llm,0.85
头面部,面颈部及胸腹部,llm,0.7
腹膜,体腔浆膜,llm,0.8
下呼吸道,上下呼吸道,llm,0.7
支气管镜操作腔道,大气道,llm,0.8
肺部系统,肺脏,llm,0.9
老年科,老年病科,llm,0.9
重症医学科（icu）,内科；急诊科,llm,0.7
neurology,神经内科,llm,0.9
immunology,免疫科,llm,0.9
hepatology,肝病科,llm,0.9
呼吸与危重症医学科,内科；急诊科,llm,0.7
中华医学会重症医学分会,内科；急诊科,llm,0.7
picu,小儿内科,llm,0.8
neonatal ward,儿科,llm,0.7
