name,type,description,source
traditional sami art,中草药,"""A traditional Sami artistic expression, implied as a potential therapy.""",guideline
traditional sami art therapy,中草药,"""A traditional Sami practice using art for healing, implied as a potential therapy.""",guideline
traditional sami ceremony therapy,中草药,"""A traditional Sami practice using ceremony for healing, implied as a potential therapy.""",guideline
traditional sami chant,中草药,"""A traditional Sami chant, implied as a potential therapy.""",guideline
traditional sami chant therapy,中草药,"""A traditional Sami practice using chant for healing, implied as a potential therapy.""",guideline
traditional sami cosmological therapy,中草药,"""A traditional Sami practice addressing cosmological aspects, implied as a potential therapy.""",guideline
traditional sami dance,中草药,"""A traditional Sami dance, implied as a potential therapy.""",guideline
traditional sami dance therapy,中草药,"""A traditional Sami practice using dance for healing, implied as a potential therapy.""",guideline
traditional sami duodji,中草药,"""A traditional Sami craft, implied as a potential therapy.""",guideline
traditional sami ecological therapy,中草药,"""A traditional Sami practice addressing ecological aspects, implied as a potential therapy.""",guideline
traditional sami educational therapy,中草药,"""A traditional Sami practice addressing educational aspects, implied as a potential therapy.""",guideline
traditional sami emotional therapy,中草药,"""A traditional Sami practice addressing emotional aspects, implied as a potential therapy.""",guideline
traditional sami environmental therapy,中草药,"""A traditional Sami practice addressing environmental aspects, implied as a potential therapy.""",guideline
traditional sami goavddis,中草药,"""A traditional Sami massage therapy, implied as a potential therapy.""",guideline
traditional sami joik,中草药,"""A traditional Sami song, implied as a potential therapy.""",guideline
traditional sami medicine,中草药,"""A traditional Sami system of medicine, implied as a potential therapy.""<SEP>""Traditional Sami medicine is a type of treatment. The text does not mention traditional Sami medicine, so this entity is not present in the provided text.""",guideline
traditional sami mental therapy,中草药,"""A traditional Sami practice addressing mental aspects, implied as a potential therapy.""",guideline
traditional sami metaphysical therapy,中草药,"""A traditional Sami practice addressing metaphysical aspects, implied as a potential therapy.""",guideline
traditional sami music therapy,中草药,"""A traditional Sami practice using music for healing, implied as a potential therapy.""",guideline
traditional sami occupational therapy,中草药,"""A traditional Sami practice addressing occupational aspects, implied as a potential therapy.""",guideline
traditional sami physical therapy,中草药,"""A traditional Sami practice addressing physical aspects, implied as a potential therapy.""",guideline
traditional sami prayer therapy,中草药,"""A traditional Sami practice using prayer for healing, implied as a potential therapy.""",guideline
traditional sami recreational therapy,中草药,"""A traditional Sami practice addressing recreational aspects, implied as a potential therapy.""",guideline
traditional sami ritual therapy,中草药,"""A traditional Sami practice using ritual for healing, implied as a potential therapy.""",guideline
traditional sami social therapy,中草药,"""A traditional Sami practice addressing social aspects, implied as a potential therapy.""",guideline
traditional sami spiritual therapy,中草药,"""A traditional Sami practice addressing spiritual aspects, implied as a potential therapy.""",guideline
traditional sami storytelling,中草药,"""A traditional Sami practice of storytelling, implied as a potential therapy.""",guideline
traditional sami storytelling therapy,中草药,"""A traditional Sami practice using storytelling for healing, implied as a potential therapy.""",guideline
traditional sami symbolic therapy,中草药,"""A traditional Sami practice using symbols for healing, implied as a potential therapy.""",guideline
traditional sami vocational therapy,中草药,"""A traditional Sami practice addressing vocational aspects, implied as a potential therapy.""",guideline
traditional slavic medicine,中草药,"""Traditional Slavic medicine is a type of treatment. The text does not mention traditional Slavic medicine, so this entity is not present in the provided text.""",guideline
traditional south american medicine,中草药,"""Traditional South American medicine is a type of treatment. The text does not mention traditional South American medicine, so this entity is not present in the provided text.""",guideline
traditional south asian medicine,中草药,"""Traditional South Asian medicine is a type of treatment. The text does not mention traditional South Asian medicine, so this entity is not present in the provided text.""",guideline
traditional southeast asian medicine,中草药,"""Traditional Southeast Asian medicine is a type of treatment. The text does not mention traditional Southeast Asian medicine, so this entity is not present in the provided text.""",guideline
traditional southern african medicine,中草药,"""Traditional Southern African medicine is a type of treatment. The text does not mention traditional Southern African medicine, so this entity is not present in the provided text.""",guideline
traditional tibetan medicine,中草药,"""A traditional Tibetan system of medicine, implied as a potential therapy.""<SEP>""Traditional Tibetan medicine is a type of treatment. The text does not mention traditional Tibetan medicine, so this entity is not present in the provided text.""",guideline
traditional west african medicine,中草药,"""Traditional West African medicine is a type of treatment. The text does not mention traditional West African medicine, so this entity is not present in the provided text.""",guideline
traditional west asian medicine,中草药,"""Traditional West Asian medicine is a type of treatment. The text does not mention traditional West Asian medicine, so this entity is not present in the provided text.""",guideline
unani medicine,中草药,"""A traditional Persian system of medicine, implied as a potential therapy.""<SEP>""Unani medicine is a type of treatment. The text does not mention Unani medicine, so this entity is not present in the provided text.""",guideline
