:ID,name,type,:LABEL,description,source
e_b55685eeeebd,家族性支气管扩张,疾病,疾病,nan,medical_kg
e_e1ad569c0ee6,流涕,症状,症状,"""""呼吸道感染的常见症状，可由季节性HCoV等引起。""""<SEP>""""急性上呼吸道感染的常见症状之一。""""<SEP>""""急性呼吸道感染的主要症状之一，指鼻腔分泌物增多，常见于上呼吸道感染。""""<SEP>""""流涕是急性上呼吸道感染的常见症状。""""<SEP>""""流涕是急性上呼吸道感染的症状。""""<SEP>""""流涕是流行性感冒的常见症状。""""<SEP>""""流涕是HRV感染的主要症状之一。""""","medical_kg,guideline"
e_78017235a74f,头昏,症状,症状,"""""头昏是沙利度胺的常见不良反应。""""<SEP>""""头部昏沉的感觉，可由呋喃妥因引起。""""","medical_kg,guideline"
e_f4faa7c491ea,鼻塞,疾病,疾病,"""""呼吸道感染的常见症状，可由季节性HCoV等引起。""""<SEP>""""急性上呼吸道感染的常见症状之一。""""<SEP>""""鼻塞是急性上呼吸道感染的常见症状。""""<SEP>""""鼻塞是急性上呼吸道感染的症状。""""<SEP>""""鼻塞是流行性感冒的常见症状。""""<SEP>""""鼻塞是鼻‑眶‑脑毛霉病的早期症状之一，与鼻窦炎症状相似。""""<SEP>""""鼻塞是HRV感染的主要症状之一。""""<SEP>""""鼻塞是鼻腔通气不畅的表现，文中提及与莫匹罗星鼻软膏相关。""""","medical_kg,guideline"
e_0f9fe408a314,耳聋,疾病,疾病,"""""听力完全丧失。""""<SEP>""""耳聋是氨基糖苷类抗生素可能导致的耳毒性表现之一。""""","medical_kg,guideline"
e_43981597a46d,l门冬氨酸氨氯地平片,西药,西药,nan,medical_kg
e_d76877d35106,mariebamberger综合征,疾病,疾病,nan,medical_kg
e_5692eedfba6a,marie—bamberger syndrome,药物,药物,nan,medical_kg
e_e101690f32b7,杵状指,症状,症状,nan,medical_kg
e_a8d31e0c5aa3,实验室检查,检查,检查,"""""Laboratory tests (实验室检查) include blood counts, biochemical tests, and microbiological tests to diagnose infections and monitor treatment.""""<SEP>""""如Coombs试验，用于诊断特定不良反应。""""<SEP>""""实验室检查是判断PA下呼吸道感染的重要依据，需结合其他信息综合判断。""""<SEP>""""通过血液、痰液等样本检测病原体或抗体，辅助诊断艾滋病合并马尔尼菲篮状菌病。""""<SEP>""""通过实验室手段对血液、痰液等样本进行检测，以辅助诊断疾病。""""<SEP>""""实验室检查是","medical_kg,guideline"
e_08c1e098a120,结节,症状,症状,"""""艾滋病合并马尔尼菲篮状菌病皮肤损害的常见表现之一。""""","medical_kg,guideline"
e_1c843f5fc34c,全身性肥大性骨关节病,疾病,疾病,nan,medical_kg
e_4d56e50a2704,慢性肺性骨关节病,疾病,疾病,nan,medical_kg
e_9365ff1b5e36,肺,部位,部位,"The lung is the primary organ of the respiratory system, located within the chest cavity, and is responsible for gas exchange. As a vital organ, it serves as a major site for various pathological conditions and infection targets. It is the site affected by CMV pneumonia, diagnosed via imaging and pa | 肺炎发生在肺部。","medical_kg,guideline"
e_c8c72710caef,肺癌等,症状,症状,nan,medical_kg
e_6de8648fcbe2,肺性肥大性骨关节病,疾病,疾病,nan,medical_kg
e_cc041aac2c56,肿胀,症状,症状,"""""肿胀是急性坏死性皮肤毛霉病的表现之一，常伴随红斑、斑块、脓疱、溃疡、坏死、焦痂等。""""","medical_kg,guideline"
e_2710dfa7b4e2,nezelof综合征,疾病,疾病,nan,medical_kg
e_5b30485cca2f,optochin敏感试验,诊疗技术及设备,诊疗技术及设备,nan,medical_kg
e_ac9a1edf7a8e,肺炎链球菌败血症,疾病,疾病,nan,medical_kg
e_f7cd304c965b,pancoast综合征,疾病,疾病,nan,medical_kg
e_a317741300d8,乳腺癌,疾病,疾病,"""""起源于乳腺上皮组织的恶性肿瘤。""""","medical_kg,guideline"
e_da50f987c036,止痛治疗,药物,药物,nan,medical_kg
e_3f6d5e353a70,肺癌,疾病,疾病,"""""Lung cancer (肺癌) is a respiratory condition, not typically an infection, but can be complicated by infection.""""","medical_kg,guideline"
e_71ee7e8aa301,肩痛,症状,症状,nan,medical_kg
e_8d4d93805be3,眼裂缩小等,症状,症状,nan,medical_kg
e_4dccd04825d9,音哑,症状,症状,nan,medical_kg
e_e095bedc7adb,原发肿瘤的治疗,药物,药物,nan,medical_kg
e_460896d7c840,食管癌等引起,病原体,病原体,nan,medical_kg
e_b11620dbb6d1,肺尖肿瘤综合征,疾病,疾病,nan,medical_kg
e_e0799e34aeb4,上肢麻木,症状,症状,nan,medical_kg
e_e946153ec336,麻木,症状,症状,"""""麻木是乙胺丁醇的不良反应。""""","medical_kg,guideline"
e_8e3bfb17a0e6,胸膜间皮瘤,疾病,疾病,nan,medical_kg
e_c67db5f9e665,poems综合征,疾病,疾病,nan,medical_kg
e_ff5e16c727f4,q热,疾病,疾病,"""""Q fever (Q热) is a systemic infection treated with antibiotics like aminoglycosides and β-lactams.""""<SEP>""""Q热是由贝氏考克斯体引起的急性非典型肺炎，常用多西环素治疗。""""<SEP>""""Q热是由贝纳柯克斯体引起的传染病，主要表现为发热、头痛、肺炎或心内膜炎，治疗首选多西环素。""""<SEP>""""一种由伯纳特立克次体引起的跨物种传播疾病（人畜共患病），可表现为急性呼吸道感染（如肺炎），发生率相对较低。""""<SEP>""""关注Q热。""""<SEP>""""由伯氏考克斯体引起的传染病，可导致慢性Q热心内膜炎，诊断依赖血清学检","medical_kg,guideline"
e_4b978a5c49f1,q热肺炎,疾病,疾病,nan,medical_kg
e_3bd126e869f2,屠宰场工人,流行病学,流行病学,nan,medical_kg
e_c330dd6d8ecd,x线检查,检查,检查,"""""一种影像学检查，用于评估糖尿病足是否有气体或骨髓炎。""""","medical_kg,guideline"
e_058cdf1a1bef,分子生物学检测,检查,检查,"""""分子生物学检测是指利用PCR等技术检测病原体核酸，用于快速诊断感染性疾病。""""<SEP>""""分子生物学检测是毛霉病病原学诊断的方法之一，但文本中未详细描述。""""<SEP>""""利用PCR、荧光定量PCR或二代测序等技术检测真菌DNA的方法，对深部感染真菌检测具有应用前景，尤其在复杂病例中。""""<SEP>""""包括PCR、mNGS、tNGS等技术，与常规病原体检测同时进行，用于识别特殊或复杂感染的病原体。""""<SEP>""""病原体检测方法之一，利用核酸技术检测病原体，是分级检测策略的一部分。""""","medical_kg,guideline"
e_ac021baf31b5,动物接种和病原体分离,检查,检查,nan,medical_kg
e_df4da6e50a1c,伯纳特立克次体引起,病原体,病原体,nan,medical_kg
e_7f6da1d44ae1,压痛,症状,症状,"""""压痛是胫腓骨骨膜炎的常见体征之一。""""","medical_kg,guideline"
e_07deee1ec6d5,关节疼痛,症状,症状,"""""Arthralgia (joint pain) is a symptom that may occur during the acute stage of HIV infection.""""<SEP>""""关节疼痛是钩端螺旋体病的常见症状。""""<SEP>""""阿糖腺苷极少情况下出现关节疼痛。","medical_kg,guideline"
e_e95bfa918211,乏力,症状,症状,"**乏力** (Fatigue) is a pervasive and non-specific symptom characterized by a feeling of physical tiredness and lack of energy. It is a common clinical manifestation across a wide spectrum of infectious diseases, medical conditions, and as a side effect of various treatments.  **Infectious Diseases** ","medical_kg,guideline"
e_7170bd6bf3b5,疼痛,疾病,疾病,"""""主观不适感，带状疱疹常表现为神经痛。""""<SEP>""""局部疼痛，是普达非洛的不良反应。""""<SEP>""""指因组织损伤或潜在组织损伤而引起的不愉快的感觉和情感体验。""""<SEP>""""疼痛是主观的不适感觉，是多种疾病的共同表现。""""<SEP>""""疼痛是喷昔洛韦、碘苷、阿糖腺苷、两性霉素B、伏立康唑等药物可能引起的局部或全身不良反应。""""<SEP>""""疼痛是皮肤毛霉病的常见症状。""""","medical_kg,guideline"
e_94b15cd29be2,出汗,症状,症状,"""""使用三氯苯咪唑后可能出现的不良反应，发生率≥10%。""""<SEP>""""出汗是5-羟色胺综合征的临床表现之一。""""","medical_kg,guideline"
e_a1f13cb99f75,疲倦,症状,症状,"""""利巴韦林较少见的不良反应有疲倦。""""","medical_kg,guideline"
e_dafb38343bc6,痰液化验,检查,检查,nan,medical_kg
e_a9b94505a1f2,病原学检查,检查,检查,"""""一种用于确定感染病原体的检查方法，根据其结果可以及时调整用药方案。""""<SEP>""""用于明确感染病原体的检查方法，根据感染部位或类型进行，以评价和调整抗菌治疗。""""<SEP>""""病原学检查是用于明确感染病原体的检查方法，包括核酸检测、抗原检测、抗体检测等。""""<SEP>""""病原学检查是确诊TM病的金标准，通过核酸检测、mNGS等方法检出病原体。""""<SEP>""""病原学检查是确定病原体的检查方法，包括培养、分子诊断等。""""<SEP>""""使用经验性抗菌药物之前应及时留取病原学标本，根据药敏结果调整治疗方案"""" | Etiological examination is essential for diagnosing MDRO-induced SSI and identifying the specific pathogen.","medical_kg,guideline"
e_e54ba36bce2b,肌痛与间质性肺炎,症状,症状,nan,medical_kg
e_15d66d871c9a,心脏杂音,症状,症状,"""""心脏杂音是感染性心内膜炎的常见体征，听诊可闻及新出现的心脏杂音。""""","medical_kg,guideline"
e_622b6431ad8f,皮疹,疾病,疾病,皮疹（Rash）是一种皮肤病变的统称，表现为皮肤上出现的异常改变，包括斑疹、丘疹、水疱、结节、坏死性丘疹、脐凹样皮疹及红斑等多种形式。它可由多种原因引起，包括感染和药物过敏反应，常作为药物过敏的表现之一。  皮疹是多种药物可能引起的变态反应或不良反应。涉及的药物类别广泛，包括： - **抗生素类**：如青霉素类抗生素、氨曲南、头孢美唑、法罗培南、呋喃唑酮、磺胺类药（如TMP-SMX）、氟喹诺酮类药物（如吉米沙星，多在治疗8-10天后出现）、磷霉素、夫西地酸、利奈唑胺、莫匹罗星等。皮疹也是抗生素过敏的常见症状，非IgE介导的青霉素过敏常表现为皮疹，影响抗生素选择。 - **抗逆转录病毒药物**：,"medical_kg,guideline,llm_inferred"
e_116a736879f8,胸痛,疾病,疾病,"""""Chest pain is a clinical manifestation of PA infection, not a risk factor.""""|>6<SEP>""""Chest pain is an uncommon clinical manifestation of PA lower respiratory tract infection.""""<SEP>""""Chest pain is an uncommon clinical manifestation of PA lower respiratory tract infection.""""|>6<SEP>""""Chest pain is an unc","medical_kg,guideline"
e_78a99ac1cb0c,血液化验,检查,检查,nan,medical_kg
e_576cf8f2bdf6,肝脏肿大,症状,症状,"""""肝脏体积增大的体征，可由多种肝脏疾病引起，包括药物性肝损伤。""""","medical_kg,guideline"
e_cf3ea2b9ae05,肝脾肿大,症状,症状,"""""某些感染（如巨细胞病毒）可能出现的症状。""""<SEP>""""肝脾肿大是伤寒的主要表现之一。""""<SEP>""""肝脾肿大是腹部彩超和CT表现之一，提示TM病累及消化系统。""""<SEP>""""肝脾肿大是马尔尼菲篮状菌病的临床表现之一。""""","medical_kg,guideline"
e_b152dbd8f973,食欲减退,症状,症状,"""""进食欲望下降，可由黏菌素引起。""""<SEP>""""食欲减退是伏立康唑可能引起的消化系统不良反应。""""<SEP>""""食欲减退是吡嗪酰胺、对氨基水杨酸钠、氨苯砜、氯法齐明的不良反应。""""<SEP>""""食欲减退是感染性心内膜炎的非特异性全身症状之一。""""<SEP>""""食欲减退是流行性感冒的常见症状。""""","medical_kg,guideline"
e_806bd1755dfa,食欲缺乏,症状,症状,"""""两性霉素B输注常见不良反应。""""<SEP>""""肝功能异常的提示症状之一，特比萘芬治疗时需注意。""""<SEP>""""食欲减退，是维生素B族缺乏症的表现之一。""""<SEP>""""食欲缺乏是使用磷霉素可能引起的胃肠道反应。""""<SEP>""""食欲缺乏是食欲减退或消失，是常见的药物不良反应。""""","medical_kg,guideline"
e_a1b07fecbdc8,长期不规则发热,症状,症状,nan,medical_kg
e_5286a5063c1e,s20140002,西药,西药,nan,medical_kg
e_85b15c0bca37,氧,西药,西药,nan,medical_kg
e_c343455e63da,第一代头孢菌素,其他治疗,其他治疗,"""""First-generation cephalosporins are antibiotics recommended for treating mild infections with gram-positive cocci.""""<SEP>""""一种β-内酰胺类抗生素，常用于活体肾移植受者术后预防感染。""""<SEP>""""头孢菌素类抗生素的一代，对革兰氏阳性菌作用较强，对革兰氏阴性菌作用较弱。""""","medical_kg,guideline"
e_a386c8aa93dc,tabsmzco,西药,西药,nan,medical_kg
e_0f74a3ef7430,smzco（compound sulfamethoxazole tablets）,药物,药物,nan,medical_kg
e_3813176fd51b,光敏,症状,症状,nan,medical_kg
e_03638b911a15,中性粒细胞减少症,疾病,疾病,"""""中性粒细胞减少症患者是毛霉菌病的高危人群，需要预防措施。""""<SEP>""""中性粒细胞减少症是中性粒细胞数量减少的疾病。文中提到头孢吡肟治疗超过14天可能导致其发生。""""<SEP>""""中性粒细胞减少症是外周血中性粒细胞绝对计数低于正常值（ANC<1.0×10⁹/L）的疾病，易导致感染。""""<SEP>""""血液中中性粒细胞数量减少，是侵袭性真菌感染的主要危险因素。持续的中性粒细胞减少与治疗失败相关，恢复则增强抗真菌药物的疗效。""""<SEP>""""中性粒细胞减少症是一种免疫受损疾病，定义为中性粒细胞计数低于500/mL，患者免疫系统功能受损。""""","medical_kg,guideline,llm_inferred"
e_4ca78d71684b,复方磺胺甲恶唑片,西药,西药,nan,medical_kg
e_0a0547540210,呕吐,症状,症状,"""""呕吐"""" (Vomiting) refers to the reflex action of gastric or small intestinal contents flowing back through the esophagus and exiting the oral cavity. It is a common symptom and a frequent adverse drug reaction with an incidence rate varying between 1% and 10%.  **Disease-Related Symptoms** Vomiting is","medical_kg,guideline"
e_df3e91e5b4f3,剥脱性皮炎,症状,症状,"""""一种严重的皮肤炎症反应，表现为全身皮肤弥漫性潮红、脱屑，可由利福霉素类药物引起。""""<SEP>""""剥脱性皮炎是一种严重的药物过敏性皮肤病，表现为全身皮肤剥脱。""""<SEP>""""剥脱性皮炎是使用磺胺甲噁唑可能引起的严重过敏反应。""""<SEP>""""剥脱性皮炎是氨苯砜的过敏反应。""""","medical_kg,guideline"
e_14e745fe6129,咽痛,症状,症状,"""""A族链球菌（GAS）感染引起急性咽炎、扁桃体炎的主要症状，是儿童和青少年咽痛的主要病因。""""<SEP>""""呼吸道感染的常见症状，可由多种病原体引起。""""<SEP>""""咽痛是急性上呼吸道感染的症状，需注意是否伴随颌下淋巴结肿大。""""<SEP>""""咽痛是疑似急性呼吸道感染症状。""""<SEP>""""急性上呼吸道感染的常见症状之一。""""<SEP>""""急性呼吸道感染的主要症状之一，指咽喉部的疼痛感，常见于上呼吸道感染。""""<SEP>""""咽痛是鹦鹉热、流行性感冒、病毒性肺炎、肺炎支原体肺炎等多种呼吸道疾病的常见症状。""""<SEP>""""咽痛是鹦鹉热、流行性感冒、病毒性肺炎等多种呼吸道疾病的常见症状。""""<SEP>""""咽痛是氨苯砜的不良反应","medical_kg,guideline"
