head,head_type,relation,tail,tail_type,source,description,weight
外伤,流行病学,危险因素,皮肤毛霉病,疾病,guideline,"""外伤是亚急性或慢性皮肤毛霉病的诱因之一。""",7.0
外伤,流行病学,危险因素,细菌性脑膜炎,疾病,guideline,"""外伤是细菌性脑膜炎的常见诱因之一。""",8.0
外伤,流行病学,病因,毛霉病,疾病,guideline,"""外伤伤口暴露于环境真菌可导致毛霉病。""",8.0
感染,科室,发病机制,pa,病原体,guideline,"""PA侵入下呼吸道并引起炎症反应和组织损伤，导致感染。""",9.0
感染,科室,诊断依据,下呼吸道感染,疾病,guideline,"""PA引起的下呼吸道感染需根据临床表现、实验室检查和影像学改变综合诊断。""",9.0
感染,科室,注意事项,定植,流行病学,guideline,"""定植和感染是PA存在的两种状态，需结合临床综合判断，避免将定植误判为感染。""",8.0
感染,科室,高危因素,高危因素,流行病学,guideline,"""高危因素增加PA感染的风险，识别高危因素有助于判断PA感染的可能性。""",7.0
感染,科室,易感人群,免疫功能低下,流行病学,guideline,"""免疫功能低下患者易发生PA感染，且感染更为严重。""",8.0
感染,科室,经验性治疗,粒细胞缺乏,症状,guideline,"""粒细胞缺乏患者PA感染风险极高，需进行相对积极的治疗。""<SEP>""粒细胞缺乏患者极易发生严重感染，需经验性治疗和预防。""",26.0
感染,科室,注意事项,脏器功能衰竭,疾病,guideline,"""脏器功能衰竭患者PA感染风险增加，治疗需综合考虑脏器功能。""",7.0
感染,科室,易感人群,结构性肺病,疾病,guideline,"""结构性肺病患者易发生PA感染，且易反复发作。""",8.0
感染,科室,相关疾病,cap,诊疗技术及设备,guideline,"""CAP是PA感染的一种类型，治疗目标包括症状缓解、病原菌清除和病灶消散。""",8.0
感染,科室,相关疾病,hap,疾病,guideline,"""HAP是PA感染的一种类型，治疗目标包括症状缓解、病原菌清除和病灶消散。""",8.0
感染,科室,联合用药,mdr-pa,疾病,guideline,"""MDR-PA引起的感染治疗面临挑战，需根据药敏检测结果选择抗PA活性强的抗菌药物进行联合治疗。""",9.0
感染,科室,替代用药,xdr/pdr-pa,病原体,guideline,"""XDR/PDR-PA引起的感染治疗选择非常有限，新型抗菌药物品种很少。""",8.0
感染,科室,给药途径,dtr-pa,疾病,guideline,"""DTR-PA引起的感染治疗可考虑吸入抗菌药物作为静脉或口服治疗的补充。""",7.0
感染,科室,相关,抗菌药物,西药,guideline,"""抗菌药物是治疗PA感染的主要手段，选择需基于药敏检测结果和PK/PD理论。""<SEP>""抗菌药物是治疗感染的主要药物，合理使用能改善预后，减少耐药菌产生。""<SEP>""抗菌药物用于围手术期预防感染，降低SSI风险。""",27.0
感染,科室,推荐用药,β-内酰胺类,西药,guideline,"""β-内酰胺类抗菌药物是治疗PA感染的常用药物，具有较强的抗PA活性。""",8.0
感染,科室,推荐用药,哌拉西林,西药,guideline,"""哌拉西林是治疗PA感染的基础用药之一，具有较强的抗PA活性。""",8.0
感染,科室,推荐用药,美洛西林,西药,guideline,"""美洛西林用于治疗PA感染。""",7.0
感染,科室,推荐用药,哌拉西林/他唑巴坦,其他治疗,guideline,"""哌拉西林/他唑巴坦是治疗PA感染的基础用药之一，具有较强的抗PA活性。""",8.0
感染,科室,推荐用药,替卡西林/克拉维酸,西药,guideline,"""替卡西林/克拉维酸用于治疗PA感染。""",7.0
感染,科室,推荐用药,碳青霉烯类,其他治疗,guideline,"""碳青霉烯类抗菌药物对PA有较强的抗菌活性，是治疗PA感染的重要药物之一。""",8.0
感染,科室,推荐用药,氨基糖苷类,西药,guideline,"""氨基糖苷类抗菌药物对PA有较强的抗菌活性，常用于治疗PA感染。""",8.0
感染,科室,推荐用药,氟喹诺酮类,西药,guideline,"""氟喹诺酮类抗菌药物对PA有较好的抗菌活性，可用于治疗PA感染。""",7.0
感染,科室,推荐用药,吸入抗菌药物,药物,guideline,"""吸入抗菌药物可用于DTR-PA感染或结构性肺病的PA慢性感染，作为静脉或口服治疗的补充。""",7.0
感染,科室,治疗,气道廓清,其他治疗,guideline,"""气道廓清是PA感染综合治疗的重要组成部分，有助于清除分泌物。""",6.0
感染,科室,治疗,氧合,诊疗技术及设备,guideline,"""氧合是PA感染综合治疗的重要组成部分，有助于改善组织缺氧。""",6.0
感染,科室,治疗,营养支持,其他治疗,guideline,"""营养支持是PA感染综合治疗的重要组成部分，有助于增强机体免疫力。""",6.0
感染,科室,治疗,保护脏器功能,其他治疗,guideline,"""保护脏器功能是PA感染综合治疗的重要组成部分，有助于维持重要器官功能。""",6.0
感染,科室,所属科室,临床微生物,科室,guideline,"""临床微生物科负责PA的检测和药敏实验，在PA感染的诊断和治疗中发挥重要作用。""",8.0
感染,科室,检查,影像学,科室,guideline,"""影像学检查用于评估PA感染的肺部病变范围和严重程度，是诊断和治疗评估的重要手段。""",7.0
感染,科室,所属科室,临床药学,科室,guideline,"""临床药学科在PA感染的治疗中提供药物选择和剂量调整的建议。""",7.0
感染,科室,所属科室,多学科医生,科室,guideline,"""多学科医生在PA感染的诊断和治疗中进行综合讨论和决策，尤其在定植与感染判断困难时。""",7.0
感染,科室,治疗,治疗目标,指南建议,guideline,"""治疗目标指导PA感染的治疗方向，包括清除病原体、消除炎症、缓解症状和保护肺功能等。""",9.0
感染,科室,治疗,总体原则,指南建议,guideline,"""总体原则指导PA感染的治疗策略，包括药物选择、给药方式、疗效评估和综合治疗等。""",9.0
感染,科室,发病机制,pk/pd理论,指南建议,guideline,"""PK/PD理论指导PA感染的抗菌药物合理使用，优化治疗效果并减少耐药性。""",8.0
感染,科室,推荐剂量,给药剂量,其他治疗,guideline,"""给药剂量需根据PK/PD理论和患者情况调整，治疗PA感染的抗菌药物剂量通常较高。""",8.0
感染,科室,用法用量,给药频次,其他治疗,guideline,"""给药频次需根据抗菌药物特性调整，时间依赖性抗菌药物需分次给药以加强杀菌作用。""",7.0
感染,科室,给药途径,用药方式,指南建议,guideline,"""用药方式需根据药物特性和患者情况选择，包括静脉滴注、口服、吸入等。""",7.0
感染,科室,不良反应,不良反应,症状,guideline,"""治疗中需尽可能减少抗菌药物的不良反应，避免对患者造成额外损害。""",6.0
感染,科室,不良反应,附加损害,流行病学,guideline,"""治疗中需尽可能减少抗菌药物的附加损害，如肠道菌群失调、二重感染等。""",6.0
感染,科室,耐药性,耐药菌,病原体,guideline,"""治疗中需避免形成定植菌，减少产生治疗相关的耐药菌。""<SEP>""耐药菌感染是感染的一种特殊类型，治疗难度大，需在治疗前评估风险。""<SEP>""耐药菌是感染的一种病原体类型，需联合用药治疗。""",23.0
感染,科室,治疗,疗效,流行病学,guideline,"""治疗过程中应动态评估疗效，并根据疗效的变化合理调整抗菌药物。""",8.0
感染,科室,耐药性,耐药性,其他治疗,guideline,"""治疗过程中应动态评估PA耐药状况，并根据耐药性的变化合理调整抗菌药物。""",8.0
感染,科室,治疗,急性加重,症状,guideline,"""治疗目标之一是减少PA引起的慢性下呼吸道感染的急性加重风险。""",7.0
感染,科室,治疗,肺功能,检查,guideline,"""治疗目标之一是维持或改善PA感染患者的肺功能。""",7.0
感染,科室,治疗,生活质量,流行病学,guideline,"""治疗目标之一是改善PA感染患者的生活质量。""",7.0
感染,科室,分类,疾病,药物,guideline,"""感染是一种疾病。""",10.0
感染,科室,相关指南,指南建议,指南建议,guideline,"""感染是一种指南建议。""",300.0
感染,科室,并发症,终末期肝病,疾病,guideline,"""感染可以诱发或加重终末期肝病，也是终末期肝病较常见的并发症之一。""",8.0
感染,科室,分类,自发性细菌性腹膜炎,疾病,guideline,"""自发性细菌性腹膜炎是感染的一种类型。""",9.0
感染,科室,分类,结核性腹膜炎,疾病,guideline,"""结核性腹膜炎是感染的一种类型。""",9.0
感染,科室,分类,真菌性腹膜炎,疾病,guideline,"""真菌性腹膜炎是感染的一种类型。""",9.0
感染,科室,分类,侵袭性肺曲霉病,疾病,guideline,"""侵袭性肺曲霉病是感染的一种类型。""",9.0
感染,科室,临床表现,发热,症状,guideline,"""发热是感染常见的临床表现之一，但并非所有发热都由感染引起。""<SEP>""发热是感染的常见症状。""<SEP>""发热是感染的常见症状，但需与其他非感染性发热鉴别。""",25.0
感染,科室,临床表现,畏寒,症状,guideline,"""畏寒是感染的常见症状。""",8.0
感染,科室,临床表现,腹肌紧张,症状,guideline,"""腹肌紧张是感染的常见体征。""",8.0
感染,科室,临床表现,腹痛,症状,guideline,"""腹痛是感染的常见症状。""",8.0
感染,科室,临床表现,咳嗽,症状,guideline,"""咳嗽是感染的常见症状。""",8.0
感染,科室,临床表现,咳痰,症状,guideline,"""咳痰是感染的常见症状。""",8.0
感染,科室,临床表现,血痰,症状,guideline,"""血痰是感染的常见症状。""",8.0
感染,科室,临床表现,黄疸,症状,guideline,"""黄疸是感染的常见表现。""",8.0
感染,科室,临床表现,恶心,症状,guideline,"""恶心是感染的常见症状。""",8.0
感染,科室,临床表现,呕吐,症状,guideline,"""呕吐是感染的常见症状。""",8.0
感染,科室,临床表现,嗳气,症状,guideline,"""嗳气是感染的常见症状。""",8.0
感染,科室,临床表现,反酸,症状,guideline,"""反酸是感染的常见症状。""",8.0
感染,科室,临床表现,腹胀,症状,guideline,"""腹胀是感染的常见症状。""",8.0
感染,科室,临床表现,腹泻,症状,guideline,"""腹泻是感染的常见症状。""",8.0
感染,科室,临床表现,水样便,症状,guideline,"""水样便是感染的常见表现。""",8.0
感染,科室,临床表现,排便次数增多,症状,guideline,"""排便次数增多是感染的常见表现。""",8.0
感染,科室,临床表现,无症状细菌尿,疾病,guideline,"""无症状细菌尿是感染的一种表现形式。""",8.0
感染,科室,临床表现,寒战,症状,guideline,"""寒战是感染的常见症状。""",8.0
感染,科室,临床表现,腰痛,症状,guideline,"""腰痛是感染的常见症状。""",8.0
感染,科室,临床表现,肾区叩击痛,症状,guideline,"""肾区叩击痛是感染的体征。""",8.0
感染,科室,临床表现,输尿管点压痛,症状,guideline,"""输尿管点压痛是感染的体征。""",8.0
感染,科室,临床表现,尿频,症状,guideline,"""尿频是感染的尿路刺激症状。""",8.0
感染,科室,临床表现,尿急,症状,guideline,"""尿急是感染的尿路刺激症状。""",8.0
感染,科室,临床表现,尿痛,症状,guideline,"""尿痛是感染的尿路刺激症状。""",8.0
感染,科室,临床表现,排尿困难,症状,guideline,"""排尿困难是感染的尿路刺激症状。""",8.0
感染,科室,病因,大肠埃希菌,其他治疗,guideline,"""大肠埃希菌是感染的常见病原体。""",9.0
感染,科室,病因,肺炎克雷伯菌,病原体,guideline,"""肺炎克雷伯菌是感染的常见病原体。""",9.0
感染,科室,病因,肠球菌,病原体,guideline,"""肠球菌是感染的常见病原体。""",9.0
感染,科室,病因,厌氧菌,病原体,guideline,"""厌氧菌是感染的常见病原体。""",9.0
感染,科室,病因,白念珠菌,病原体,guideline,"""白念珠菌是感染的常见真菌病原体。""",9.0
感染,科室,病因,肺炎链球菌,其他治疗,guideline,"""肺炎链球菌是感染的常见病原体。""",9.0
感染,科室,病因,流感嗜血杆菌,其他治疗,guideline,"""流感嗜血杆菌是感染的常见病原体。""",9.0
感染,科室,病因,铜绿假单胞菌,其他治疗,guideline,"""铜绿假单胞菌是感染的常见病原体。""",9.0
感染,科室,病因,金黄色葡萄球菌,其他治疗,guideline,"""金黄色葡萄球菌是感染的常见病原体。""",9.0
感染,科室,病因,曲霉菌,病原体,guideline,"""曲霉菌是感染的常见病原体。""",9.0
感染,科室,病因,粪肠球菌,其他治疗,guideline,"""粪肠球菌是感染的常见病原体。""",9.0
感染,科室,病因,屎肠球菌,病原体,guideline,"""屎肠球菌是感染的常见病原体。""",9.0
感染,科室,病因,葡萄球菌,病原体,guideline,"""葡萄球菌是感染的常见病原体。""",9.0
感染,科室,病因,链球菌,病原体,guideline,"""链球菌是感染的常见病原体。""",9.0
感染,科室,病因,肠杆菌,病原体,guideline,"""肠杆菌是感染的常见病原体。""",9.0
感染,科室,病因,鲍曼不动杆菌,病原体,guideline,"""鲍曼不动杆菌是感染的常见病原体。""",9.0
感染,科室,发病机制,全身炎症反应综合征,症状,guideline,"""全身炎症反应综合征在感染的发生、发展中有关键作用。""<SEP>""感染可导致全身炎症反应综合征，但需与非感染性因素引起的SIRS进行鉴别。""<SEP>""感染可引起全身炎症反应综合征，但需与非感染性因素引起的综合征鉴别。""",25.0
感染,科室,发病机制,代偿性抗炎症反应综合征,流行病学,guideline,"""代偿性抗炎症反应综合征在感染的发生、发展中有关键作用。""",9.0
感染,科室,发病机制,混合性拮抗反应综合征,流行病学,guideline,"""混合性拮抗反应综合征在感染的发生、发展中有关键作用。""",9.0
感染,科室,发病机制,il-6,检查,guideline,"""IL-6是促进感染发生的炎性细胞因子。""",8.0
感染,科室,发病机制,il-10,病原体,guideline,"""IL-10是促进感染发生的炎性细胞因子。""",8.0
感染,科室,发病机制,il-8,病原体,guideline,"""IL-8是促进感染发生的炎性细胞因子。""",8.0
感染,科室,发病机制,il-1α,病原体,guideline,"""IL-1α是促进感染发生的炎性细胞因子。""",8.0
感染,科室,发病机制,tnf-α,病原体,guideline,"""TNF-α是促进感染发生的炎性细胞因子。""",8.0
感染,科室,发病机制,纤维介素样蛋白2,病原体,guideline,"""纤维介素样蛋白2是促进感染发生的炎性细胞因子。""",8.0
感染,科室,发病机制,单核细胞趋化蛋白1,病原体,guideline,"""单核细胞趋化蛋白1是促进感染发生的炎性细胞因子。""",8.0
感染,科室,发病机制,γ干扰素,病原体,guideline,"""γ干扰素是促进感染发生的炎性细胞因子。""",8.0
感染,科室,危险因素,肝脏,部位,guideline,"""肝脏功能减退等病理生理特点是感染的危险因素。""",8.0
感染,科室,发病部位,腹腔,其他治疗,guideline,"""腹腔是感染的常见部位。""",9.0
感染,科室,发病部位,呼吸道,部位,guideline,"""呼吸道是感染的常见部位。""",9.0
感染,科室,发病部位,泌尿道,部位,guideline,"""泌尿道是感染的常见部位。""",9.0
感染,科室,发病部位,胆道,部位,guideline,"""胆道是感染的常见部位。""",9.0
感染,科室,发病部位,胃肠道,部位,guideline,"""胃肠道是感染的常见部位。""",9.0
感染,科室,发病部位,皮肤软组织,部位,guideline,"""皮肤软组织是感染的常见部位。""",9.0
感染,科室,发病部位,肺部,部位,guideline,"""肺部是感染的常见部位。""",9.0
感染,科室,发病部位,上尿路,部位,guideline,"""上尿路是感染的常见部位。""",9.0
感染,科室,发病部位,下尿路,部位,guideline,"""下尿路是感染的常见部位。""",9.0
感染,科室,发病部位,肾区,部位,guideline,"""肾区是感染的体征检查部位。""",8.0
感染,科室,检查,输尿管点,部位,guideline,"""输尿管点是感染的体征检查部位。""",8.0
