name,type,description,source
肌酐,检查,"""肌酐是检查指标，其轻度增高是使用诺氟沙星可能引起的不良反应。""<SEP>""肌酐是用于评分的实验室指标，根据数值不同（如少于110μmol/L、110-170μmol/L等）对应不同的分值。""<SEP>""肌酐是肾功能指标之一，四环素类药物的抗合成代谢作用可能影响其水平，需监测。""","medical_kg,guideline"
尿量,症状,"""尿量是用于评分的指标，根据数值不同（如大于1ml、小于500ml等）对应不同的分值。""<SEP>""患者的排尿量，是重症患者需要密切观察的指标之一。""",guideline
平均动脉压,检查,"""平均动脉压（MAP）是用于心血管系统评分的指标，根据数值不同（如大于70、小于70）对应不同的分值。""",guideline
glasgow 评分,检查,"""Glasgow 评分是用于中枢神经系统评分的指标，根据评分不同（如15、13-小于15等）对应不同的分值。""",guideline
超声,检查,"""超声是一种无创影像学检查技术，用于诊断腹腔感染（如阑尾炎、脓肿）和引导穿刺引流，安全便捷。""<SEP>""超声是一种无创影像学检查，用于评估腹部器官结构，如胆道和肝脏。""<SEP>""超声是腹腔感染常用的影像学检查方法，易于床旁实施，可发现腹腔脓肿与积液，并可用于实时动态评估，但易受胀气肠管的干扰，不易发现肠襻间的脓肿、深部脓肿、腹膜后脓肿及蜂窝织炎，且受到检查者技术水平及经验的限制。""<SEP>""超声是引导经皮穿刺引流的影像学检查手段之一。""<SEP>""超声是利用声波成像的影像学检查手段，是ESLD合并感染的常用辅助诊断手段。""<SEP>""超声是用于排查非感染性疾病的检查技术。""<SEP>""超 | Ultrasound is a type of imaging examination used for diagnosis.","medical_kg,guideline"
ct,检查,"Computed Tomography (CT) is a high-resolution imaging technique that utilizes X-ray tomography to produce detailed cross-sectional images of the body. It is a primary diagnostic and monitoring tool across various medical specialties.

In abdominal and hepatobiliary medicine, CT is the gold standard  | CT is a type of imaging examination used for diagnosis.","medical_kg,guideline"
诊断性腹腔穿刺,诊疗技术及设备,"""诊断性腹腔穿刺是有创检查之一，操作简便、创伤小，在超声引导下实施更安全，引流的同时可进行病原学检查，有助于腹腔感染的诊断与评估。""",guideline
腹腔灌洗,诊疗技术及设备,"""腹腔灌洗是有创检查之一，用于腹腔感染的诊断。""",guideline
腹腔镜探查,诊疗技术及设备,"""腹腔镜探查是有创检查之一，对于无法明确病因的腹腔感染患者，可考虑腹腔镜探查，同时能兼顾治疗，应严格把握腹腔镜探查的指征并评估风险与获益。""",guideline
穿刺引流,其他治疗,"""穿刺引流是外科治疗手段之一，用于处理局部感染灶。""<SEP>""穿刺引流是外科治疗腹腔感染的方法之一，目的是通过引流使感染灶局限或清除坏死组织，并最大限度恢复器官解剖和生理功能。""<SEP>""通过穿刺技术引流脓液，是脑脓肿的治疗手段之一。""",guideline
切除,手术治疗,"""切除是外科治疗腹腔感染的方法之一，目的是通过切除使感染灶局限或清除坏死组织，并最大限度恢复器官解剖和生理功能。""","medical_kg,guideline"
清创,诊疗技术及设备,"""Debridement is performed during wound assessment to clean and observe the wound properly.""<SEP>""一种外科手术，用于清除伤口中的坏死组织和异物，预防感染。""<SEP>""一种外科措施，用于治疗ESLD合并血流感染伴有迁徙病灶的患者，需在抗菌药物治疗基础上配合进行，直至病灶消失。""<SEP>""清创是外科治疗腹腔感染的方法之一，目的是通过清创使感染灶局限或清除坏死组织，并最大限度恢复器官解剖和生理功能。""<SEP>""浅表、开放性脓庖和创口感染的处理步骤，之后进行拭子涂抹取样。""<SEP>""清创是去除坏死组",guideline
标本直接涂片镜检,检查,"""标本直接涂片镜检是腹腔感染病原学实验室检测方法之一，包括革兰染色、抗酸染色、弱抗酸染色等，用于细菌、真菌、分枝杆菌、诺卡菌等的检测（血液标本除外）。""",guideline
培养,检查,"""一种微生物学检查，用于鉴定感染病原体和指导抗生素选择。""<SEP>""培养"" is a microbiological diagnostic method that involves growing and isolating pathogens from clinical specimens, serving as the gold standard for pathogen identification and antimicrobial susceptibility testing. It is used for a wide range of pathogens, including ","medical_kg,guideline"
鉴定,检查,"""对病原体种类的确定。""<SEP>""鉴定是指确定真菌种类的过程，一般需要鉴定至种或复合群水平。""<SEP>""鉴定是腹腔感染病原学实验室检测方法之一，用于确定病原菌的种类。""<SEP>""鉴定是质谱分析的目的，用于病原菌鉴定。""",guideline
药物敏感试验,检查,"""一种实验室检查，用于指导抗真菌药物的选择，特别是对于耐药菌株。""<SEP>""一种实验室检查，用于确定病原体对特定抗菌药物的敏感性，指导精准用药。""<SEP>""测定细菌对特定抗菌药物敏感性的试验，是指导抗菌药物选择的重要依据。""<SEP>""药物敏感试验指导抗生素选择，尤其在治疗失败或复杂感染时，如幽门螺杆菌根除失败后。""<SEP>""药物敏感试验是测定病原微生物对抗菌药物敏感性的实验室方法，用于指导目标治疗。""<SEP>""药物敏感试验是用于测定病原体对抗菌药物敏感性的实验室检查。""<SEP>""药物敏感试验是腹腔感染病原学实验室检测方法之一，当标本培养结果为阳性时，需进行体外药物敏感试验，必要时加",guideline
分子诊断技术,检查,"""分子诊断技术包括实时荧光定量PCR、基因芯片和mNGS等。""<SEP>""分子诊断技术包括实时荧光定量PCR、基因芯片和mNGS等，用于病原体检测。""<SEP>""分子诊断技术是用于病原体快速检测的技术，如PCR技术、基因芯片、mNGS等，适用于临床高度怀疑PA感染但常规检测阴性的情况。""<SEP>""分子诊断技术是腹腔感染病原学实验室检测方法之一，特殊情况下可考虑应用，如 real-time PCR、高通量测序等。""",guideline
血清标志物检测,检查,"""血清标志物检测是病原检测的一部分，包括降钙素原、C 反应蛋白等。""<SEP>""血清标志物检测是腹腔感染病原学实验室检测方法之一，如PCT、C 反应蛋白，可为诊断及疗效评估提供参考。""<SEP>""血清标志物检测是通过检测血液中特定生物标志物（如降钙素原、C反应蛋白）水平来辅助诊断感染、评估感染严重程度和治疗反应的检查方法。""",guideline
血培养,检查,"血培养（Blood culture）是一种通过抽取血液进行微生物培养的实验室检查方法，用于检测血液中是否存在细菌、真菌等病原体。它是诊断血流感染、菌血症、脓毒症及败血症的金标准，也是指导抗生素选择和治疗疗程的重要依据。在临床应用中，血培养具有广泛的适应症，包括但不限于以下情况：

1. **诊断血流感染与败血症**：当患者出现血压降低等败血症迹象时，血培养可用于诊断菌血症或败血症。阳性结果可作为诊断依据，而阴性结果常用于判断治疗疗程的结束。
2. **指导抗生素治疗**：血培养结果可帮助识别病原体并指导抗生素的选择，尤其在严重感染如铜绿假单胞菌下呼吸道感染中，尽管阳性率较低，但仍推荐用于高风险","medical_kg,guideline"
革兰染色,检查,"""Gram stain is used for chancroid diagnosis, showing small rods or chains in parallel rows ('school of fish'), though culture sensitivity is low (30%-70%).""<SEP>""革兰染色是标本直接涂片镜检的一种方法，用于检测细菌。""<SEP>""革兰染色是涂片染色镜检的一种方法，用于细菌的初步鉴定。""<SEP>""革兰染色是一种微生物学检查方法，用于初步鉴别细菌类型，但在淋球菌感染中常呈阴性。""<SEP>""革兰染色是甲沟炎的诊断检查，结果常为阴性。""<S",guideline
痰涂片检测,检查,"""Acid-fast stain, used for detecting Mycobacterium avium complex and Mycobacterium tuberculosis.""<SEP>""Acid-fast stain, used for detecting Mycobacterium avium complex and Mycobacterium tuberculosis.""|>8<SEP>""一种诊断方法，用于检测快速生长的分枝杆菌。""<SEP>""抗酸染色""<SEP>""抗酸染色是标本直接涂片镜检的一种方法，用于检测分枝杆菌。""<SEP>""抗酸染色是涂片染色镜检的一种方法，用 | ""涂片染色镜检法（革兰染色、抗酸染色、免疫荧光染色和墨汁染色等）是传统微生物检测方法之一。"" | ""Microscopic examination of bacterial morphology, critical for rapid diagnosis of N. gonorrhoeae conjunctivitis.""","medical_kg,guideline"
弱抗酸染色,检查,"""弱抗酸染色是标本直接涂片镜检的一种方法，用于检测诺卡菌。""",guideline
真菌,病原体,"""真菌是一类微生物，但文本中未提及，故不提取。""<SEP>真菌是一类真核微生物，包括多种类型，如假丝酵母菌（念珠菌，特别是白念珠菌）、曲霉菌（曲霉）、组织胞浆菌、隐球菌、孢子丝菌、芽生菌、球孢子菌、外瓶霉属、枝孢霉属、梨孢霉、Cyphellophora、着色真菌属以及瓶霉等。它们是引起真菌病的病原体，可导致浅部和深部感染。真菌感染在免疫功能正常的患者中较为罕见，但在免疫受损患者（如粒缺患者）以及特殊人群（如老年肺炎患者、终末期肝病患者、ESLD合并感染患者）中是主要病原体之一，且老年肺炎中检出率呈增加趋势。部分SFTS患者可能因合并真菌感染而死亡。

真菌可引起多种感染性疾病，包括深部真菌感染","medical_kg,guideline"
分枝杆菌,病原体,"""Mycobacteria, including Mycobacterium avium complex and Mycobacterium tuberculosis.""|>7<SEP>""一类细菌，包括结核分枝杆菌，可引起眼部感染。""<SEP>""分枝杆菌""<SEP>""分枝杆菌是引起结核病的病原体，也可引起其他呼吸道感染。""<SEP>""分枝杆菌是引起结核病的病原体，可通过抗酸染色等方法检测。""<SEP>""分枝杆菌是腹腔感染的病原体之一，包括结核分枝杆菌、非结核分枝杆菌等，可通过分枝杆菌培养等方法检测。""<SEP>""分枝杆菌是病原体的一种，组织病理的特殊染色需要包括针对分枝杆菌的抗酸染色。""<SE",guideline
诺卡菌,病原体,"""诺卡菌 (Nocardia) is a genus of bacteria that can cause nocardiosis.""<SEP>""诺卡菌是引起脑脓肿的少见病原体。""<SEP>""诺卡菌是引起诺卡菌病的病原体，治疗首选SMZ/TMP，免疫抑制者需联合用药。""<SEP>""诺卡菌是支气管扩张、囊状纤维化等肺部疾病患者常见的感染病原体。""<SEP>""诺卡菌是腹腔感染的病原体之一，可通过弱抗酸染色等方法检测。""<SEP>""革兰氏阳性需氧放线菌，可引起血行性脑脓肿，常见种包括皮疽诺卡菌和星形诺卡菌。""<SEP>""诺卡菌是需要与抗酸染色阳性结果鉴别的化脓性病原体之一。""<SEP>""诺卡菌是引起",guideline
念珠菌,病原体,"念珠菌是一类酵母样真菌，属于常见的条件致病性真菌，是深部真菌感染的常见病原体。作为酵母菌的一种，念珠菌在免疫抑制患者（如造血干细胞移植患者）中易引起侵袭性念珠菌病。念珠菌是真菌血症（念珠菌血症）的常见病原体，可导致血流感染，且获得性耐药有增多趋势，因此推荐进行体外抗真菌药敏实验。

主要菌种包括白念珠菌（Candida albicans）、光滑念珠菌（Candida glabrata）、克柔念珠菌（Candida krusei）、近平滑念珠菌（Candida parapsilosis）和热带念珠菌（Candida tropicalis），其中白念珠菌、近平滑念珠菌和热带念珠菌通常对氟康唑敏感。","medical_kg,guideline"
