name,name_raw,entity_type_unified,description
预后,预后,流行病学,"预后是指疾病的发展和结局，包括治愈、好转、恶化、复发、死亡及并发症等，是评估治疗效果和预测未来健康状况的重要指标。预后受多种因素影响，包括病原体类型（如病毒、细菌、真菌）、感染部位、症状严重程度、患者免疫状态（尤其是免疫受损患者）、治疗时机与方案选择、诊断的及时性与准确性、源头控制的时机与充分性，以及抗菌或抗病毒治疗的有效性。早期、快速和准确的诊断对改善预后至关重要，早期诊断和及时治疗通常能改善预后，而漏诊、误诊或治疗延迟则会导致预后不良。重症患者的预后通常较差，常表现为病死率高。

在不同疾病中，预后的具体表现和影响因素有所差异：
- **真菌感染**：预后取决于病原体、患者免疫状态和治疗及时性。例如，伏立康唑治疗可能改善预后；球孢子菌病脑膜炎复发率高，需长期氟康唑治疗；两性霉素B的治愈率为50%-70%；多育赛多孢菌对所有抗真菌药物耐药，预后较差；毛霉病的预后因类型而异，皮肤毛霉病积极治疗后预后较好，播散性毛霉病预后较差，及时手术和抗真菌治疗可改善预后，但重症患者采用剂量递增给药方案可能增加预后不良的风险。其中，毛霉菌病的预后取决于多种因素，包括病原体种类（如Cunninghame"
发热,发热,症状,"Fever (发热) is a physiological response of the body to infection or inflammation and is considered a non-specific, systemic symptom. It is defined as an elevation in body temperature, typically as a single oral temperature ≥38.3°C (axillary ≥38.0°C), or an oral temperature ≥38.0°C (axillary ≥37.7°C) persisting for more than one hour. As a common clinical symptom, fever is widely present in various diseases and often serves as an important indicator for assessing disease severity. For instance, in"
转移性右下腹痛,转移性右下腹痛,症状,"""转移性右下腹痛是腹腔感染相关的临床表现之一，对腹腔感染的诊断有重要意义。"""
麦氏点压痛,麦氏点压痛,症状,"""麦氏点压痛是腹腔感染相关的临床表现之一，对腹腔感染的诊断有重要意义。"""
murphy 征阳性,MURPHY 征阳性,症状,"""Murphy 征阳性是腹腔感染相关的临床表现之一，对腹腔感染的诊断有重要意义。"""
停止排气排便,停止排气排便,症状,"""停止排气排便是腹腔感染相关的临床表现之一，对腹腔感染的诊断有重要意义。"""
腹部压痛,腹部压痛,症状,"""腹部压痛是TM病累及消化系统时查体可见的体征，提示消化系统受累。""<SEP>""腹部压痛是腹腔感染相关的临床表现之一，对腹腔感染的诊断有重要意义。""<SEP>""腹部压痛是腹膜炎的常见体征，但在大量腹水时可能不明显。"""
反跳痛,反跳痛,症状,"""反跳痛是腹腔感染相关的临床表现之一，对腹腔感染的诊断有重要意义。""<SEP>""反跳痛是腹膜炎的常见体征，但在大量腹水时可能不明显。"""
肌紧张,肌紧张,症状,"""肌紧张是腹腔感染相关的临床表现之一，对腹腔感染的诊断有重要意义。"""
多巴胺,多巴胺,西药,"""一种血管活性药物，可用于替代去甲肾上腺素治疗低危的心动过速、绝对或相对心动过缓患者，但不推荐低剂量用于肾脏保护。""<SEP>""多巴胺是一种血管活性药物，用于心血管系统评分，其用药计量单位为 $\mu \mathrm { g } \cdot \mathrm { k g } ^ { - 1 } \cdot \mathrm { m i n } ^ { - 1 }$。根据剂量不同（少于5、5到15、大于15），在评分中对应不同的分值。"""
多巴酚丁胺,多巴酚丁胺,西药,"""一种正性肌力药物，可用于经充分液体负荷及缩血管药物治疗后仍存在持续低灌注的患者。""<SEP>""多巴酚丁胺可用于经充分液体负荷及缩血管药物治疗后仍存在持续低灌注的患者。""<SEP>""多巴酚丁胺是一种血管活性药物，用于心血管系统评分，其用药计量单位为 $\mu \mathrm { g } \cdot \mathrm { k g } ^ { - 1 } \cdot \mathrm { m i n } ^ { - 1 }$。使用任何剂量时，在评分中得2分。"""
肾上腺素,肾上腺素,西药,"""一种血管活性药物，当去甲肾上腺素剂量较大时可加用，以辅助维持平均动脉压。""<SEP>""肾上腺素是一种儿茶酚胺类血管活性药物，用于心血管系统评分，其用药计量单位为 $\mu \mathrm { g } \cdot \mathrm { k g } ^ { - 1 } \cdot \mathrm { m i n } ^ { - 1 }$。根据剂量不同（小于或等于0.1、大于0.1），在评分中对应不同的分值。""<SEP>""肾上腺素是血管活性药物，用于治疗气道雾化吸入多黏菌素类药物引起的过敏性休克，以保证灌注压。"""
去甲肾上腺素,去甲肾上腺素,西药,"""一种血管活性药物，是重症腹腔感染合并感染性休克患者升压治疗的首选药物，用于维持平均动脉压（MAP）≥65 mmHg。""<SEP>""共识31推荐去甲肾上腺素作为感染性休克患者的首选升压药物。""<SEP>""去甲肾上腺素是一种儿茶酚胺类血管活性药物，用于心血管系统评分，其用药计量单位为 $\mu \mathrm { g } \cdot \mathrm { k g } ^ { - 1 } \cdot \mathrm { m i n } ^ { - 1 }$。根据剂量不同（少于0.1、大于0.1），在评分中对应不同的分值。""<SEP>""去甲肾上腺素是重症腹腔感染合并感染性休克患者的首选升压药物，用于维持平均动脉压≥65 mmHg。""<SEP>""多巴胺可用于替代去甲肾上腺素治疗低危的心动过速、绝对或相对心动过缓患者。""<SEP>""当去甲肾上腺素剂量较大时，可加用肾上腺素以辅助维持平均动脉压。""<SEP>""当去甲肾上腺素剂量较大时，可加用血管加压素以辅助维持平均动脉压或减少去甲肾上腺素剂量。""<SEP>""去甲肾上腺素是一种血管活性药物，用于感染性休克等严重低血压状态，通过收缩血管提升血压。"""
白细胞计数,白细胞计数,检查,"""White blood cell count (白细胞计数) is a component of the complete blood count used to assess infection and inflammation.""<SEP>""常规血液检查项目，升高时可能提示细菌感染。""<SEP>""白细胞计数是上消化道穿孔的实验室检查指标，升高提示感染。""<SEP>""白细胞计数是腹腔感染实验室检查的常见项目，其结果增高对腹腔感染的诊断有重要意义。在评分系统中，白细胞计数（单位为 $\times 10^9/L$）根据数值不同（如低于100、低于50等）对应不同的分值。""<SEP>""白细胞计数是血常规的一部分，用于评估感染和炎症程度。""<SEP>""血液检查指标，病毒感染早期正常或偏低，后期可能升高；细菌感染时常升高；>15×10^9/L时需警惕继发细菌感染。""<SEP>""白细胞计数是评估感染和炎症的常用指标，感染时通常升高，但粒缺患者白细胞计数可能正常或降低。""<SEP>""血液中白细胞的数量，是评估感染和免疫状态的重要指标，文中提到粒细胞缺乏患者白细胞计数恢复后进行眼底镜检查。"""
中性粒细胞百分比,中性粒细胞百分比,检查,"""中性粒细胞百分比是上消化道穿孔的实验室检查指标，升高提示细菌感染。""<SEP>""中性粒细胞百分比是腹腔感染实验室检查的常见项目，其结果增高对腹腔感染的诊断有重要意义。"""
c 反应蛋白,C 反应蛋白,检查,"""C 反应蛋白（CRP）是腹腔感染实验室检查的常见项目，其结果增高对腹腔感染的诊断有重要意义。""<SEP>""C反应蛋白（CRP）是一种急性期反应蛋白，在感染和炎症时升高，是腹腔感染常用的血清标志物，用于监测病情变化。"""
降钙素原,降钙素原,检查,"""Procalcitonin (PCT), a biochemical marker that increases in severe pulmonary tuberculosis. Elevated PCT levels indicate a poor prognosis. Continuous monitoring of PCT is recommended.""<SEP>""Procalcitonin (PCT), a biochemical marker that increases in severe pulmonary tuberculosis. Elevated PCT levels indicate a poor prognosis. Continuous monitoring of PCT is recommended.""<SEP>""一种生物标志物，升高时可能提示细菌感染。""<SEP>""血液检查指标，水平升高提示细菌感染，特别是典型细菌感染，临界值0.1 μg/L时对鉴别细菌病原体有较高灵敏度。""<SEP>""降钙素原（PCT）是一种血清标志物，在细菌感染时显著升高，可用于"
肌酐,肌酐,检查,"""肌酐是检查指标，其轻度增高是使用诺氟沙星可能引起的不良反应。""<SEP>""肌酐是用于评分的实验室指标，根据数值不同（如少于110μmol/L、110-170μmol/L等）对应不同的分值。""<SEP>""肌酐是肾功能指标之一，四环素类药物的抗合成代谢作用可能影响其水平，需监测。"""
尿量,尿量,症状,"""尿量是用于评分的指标，根据数值不同（如大于1ml、小于500ml等）对应不同的分值。""<SEP>""患者的排尿量，是重症患者需要密切观察的指标之一。"""
平均动脉压,平均动脉压,检查,"""平均动脉压（MAP）是用于心血管系统评分的指标，根据数值不同（如大于70、小于70）对应不同的分值。"""
glasgow 评分,GLASGOW 评分,检查,"""Glasgow 评分是用于中枢神经系统评分的指标，根据评分不同（如15、13-小于15等）对应不同的分值。"""
超声,超声,检查,"""超声是一种无创影像学检查技术，用于诊断腹腔感染（如阑尾炎、脓肿）和引导穿刺引流，安全便捷。""<SEP>""超声是一种无创影像学检查，用于评估腹部器官结构，如胆道和肝脏。""<SEP>""超声是腹腔感染常用的影像学检查方法，易于床旁实施，可发现腹腔脓肿与积液，并可用于实时动态评估，但易受胀气肠管的干扰，不易发现肠襻间的脓肿、深部脓肿、腹膜后脓肿及蜂窝织炎，且受到检查者技术水平及经验的限制。""<SEP>""超声是引导经皮穿刺引流的影像学检查手段之一。""<SEP>""超声是利用声波成像的影像学检查手段，是ESLD合并感染的常用辅助诊断手段。""<SEP>""超声是用于排查非感染性疾病的检查技术。""<SEP>""超声是指利用超声波进行影像学检查，用于诊断脓肿等疾病。"""
ct,CT,检查,"Computed Tomography (CT) is a high-resolution imaging technique that utilizes X-ray tomography to produce detailed cross-sectional images of the body. It is a primary diagnostic and monitoring tool across various medical specialties.

In abdominal and hepatobiliary medicine, CT is the gold standard for the radiological diagnosis of intra-abdominal infections, offering superior sensitivity and specificity compared to ultrasound. It is a routine examination for conditions like appendicitis, perfor"
诊断性腹腔穿刺,诊断性腹腔穿刺,诊疗技术及设备,"""诊断性腹腔穿刺是有创检查之一，操作简便、创伤小，在超声引导下实施更安全，引流的同时可进行病原学检查，有助于腹腔感染的诊断与评估。"""
腹腔灌洗,腹腔灌洗,诊疗技术及设备,"""腹腔灌洗是有创检查之一，用于腹腔感染的诊断。"""
腹腔镜探查,腹腔镜探查,诊疗技术及设备,"""腹腔镜探查是有创检查之一，对于无法明确病因的腹腔感染患者，可考虑腹腔镜探查，同时能兼顾治疗，应严格把握腹腔镜探查的指征并评估风险与获益。"""
穿刺引流,穿刺引流,其他治疗,"""穿刺引流是外科治疗手段之一，用于处理局部感染灶。""<SEP>""穿刺引流是外科治疗腹腔感染的方法之一，目的是通过引流使感染灶局限或清除坏死组织，并最大限度恢复器官解剖和生理功能。""<SEP>""通过穿刺技术引流脓液，是脑脓肿的治疗手段之一。"""
切除,切除,手术治疗,"""切除是外科治疗腹腔感染的方法之一，目的是通过切除使感染灶局限或清除坏死组织，并最大限度恢复器官解剖和生理功能。"""
清创,清创,诊疗技术及设备,"""Debridement is performed during wound assessment to clean and observe the wound properly.""<SEP>""一种外科手术，用于清除伤口中的坏死组织和异物，预防感染。""<SEP>""一种外科措施，用于治疗ESLD合并血流感染伴有迁徙病灶的患者，需在抗菌药物治疗基础上配合进行，直至病灶消失。""<SEP>""清创是外科治疗腹腔感染的方法之一，目的是通过清创使感染灶局限或清除坏死组织，并最大限度恢复器官解剖和生理功能。""<SEP>""浅表、开放性脓庖和创口感染的处理步骤，之后进行拭子涂抹取样。""<SEP>""清创是去除坏死组织和异物的外科操作，用于控制感染。""<SEP>""清创是处理伤口的基本手术操作，通过清洗、去除异物和坏死组织，以减少感染风险，促进伤口愈合。文中提到刺伤感染时需进行清创。""<SEP>""清创是外科治疗手段之一，用于清除坏死组织和处理局部感染灶。""<SEP>""清创是治疗实体器官移植手术部位感染的干预措施之一，与外科引流和解除吻合口漏等措施结合使用。""<SEP>""清除坏死或感染组织的手术操作。""<SEP>"
